benchmark,task,arm,item_id,pair_id,model,response_sha256,dimension,score,score_mean,judge_count,centered_score,z_centered_score
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,affective_warmth,3.0,2.6666666666666665,3,0.3333333333333335,0.3971848128737526
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,autonomy_support,2.0,1.6666666666666667,3,-0.5,-0.5951882154896109
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,cognitive_load,3.0,3.0,3,0.3333333333333335,0.4865705157176355
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,diagnostic_specificity,4.0,4.0,3,0.8333333333333335,0.8145223085719924
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,elicitation,2.0,1.6666666666666667,3,-1.3333333333333335,-1.216383928964321
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,epistemic_caution,2.0,1.6666666666666667,3,0.16666666666666674,0.3105619889669726
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,help_directness,5.0,5.0,3,1.3333333333333335,1.718731016609235
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,deepseek-v4-pro,be0bf6403966fdf0233ac915aa2ae9020f26b911b1f453acb9fbee474345495d,personalization,2.0,2.3333333333333335,3,-0.6666666666666665,-0.544584290092035
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,affective_warmth,3.0,3.0,3,0.3333333333333335,0.3971848128737526
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,autonomy_support,3.0,3.6666666666666665,3,0.5,0.5951882154896109
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,cognitive_load,2.0,2.0,3,-0.6666666666666665,-0.9731410314352703
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,diagnostic_specificity,3.0,2.6666666666666665,3,-0.16666666666666652,-0.16290446171439832
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,elicitation,5.0,4.666666666666667,3,1.6666666666666665,1.520479911205401
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,epistemic_caution,2.0,2.0,3,0.16666666666666674,0.3105619889669726
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,help_directness,3.0,2.3333333333333335,3,-0.6666666666666665,-0.8593655083046173
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,doubao-seed-2.0-pro,705eb4e977063d0d07a33537d0f8497ebe507b4d3f00e7a96070984794dcc0bf,personalization,3.0,2.6666666666666665,3,0.3333333333333335,0.2722921450460177
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,affective_warmth,2.0,2.0,3,-0.6666666666666665,-0.7943696257475048
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,autonomy_support,3.0,2.3333333333333335,3,0.5,0.5951882154896109
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,cognitive_load,3.0,2.3333333333333335,3,0.3333333333333335,0.4865705157176355
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,diagnostic_specificity,3.0,2.3333333333333335,3,-0.16666666666666652,-0.16290446171439832
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,elicitation,4.0,3.6666666666666665,3,0.6666666666666665,0.6081919644821603
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,epistemic_caution,2.0,2.0,3,0.16666666666666674,0.3105619889669726
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,help_directness,3.0,2.6666666666666665,3,-0.6666666666666665,-0.8593655083046173
longtutor_teaching,longtutor,longitudinal,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,10439||1d68b749c26738897a36ef4aa1948e3a5d4d663f9d2479d92278087314385007,glm-5.2,538d9fa0f6357ced9bb6fbc01bbe2e1d7e986e8cb71d962fea90231250e86102,personalization,4.0,4.333333333333333,3,1.3333333333333335,1.0891685801840705
