group,order,factors,metric,interaction,bootstrap_ci_low,bootstrap_ci_high
ALL,2,question_policy*answer_policy,question_first,0.13124999999999998,0.08750000000000004,0.16875
ALL,2,question_policy*answer_policy,answer_reveal_correct,-0.006250000000000089,-0.018750000000000017,0.0
ALL,2,question_policy*answer_policy,warmth_marker,-0.0625,-0.175,0.04999999999999999
ALL,2,question_policy*answer_policy,question_any,0.03125,0.012499999999999997,0.05625000000000001
ALL,2,question_policy*answer_policy,answer_reveal_any,-0.018750000000000044,-0.03750000000000003,0.0
ALL,2,question_policy*answer_policy,word_count,11.043750000000003,4.949531249999997,17.02562499999999
ALL,2,question_policy*answer_policy,char_count,62.693749999999966,29.872187499999978,98.64578125
ALL,2,question_policy*answer_policy,sentence_count,0.5749999999999993,0.10609374999999974,1.0500000000000003
ALL,2,question_policy*tone_policy,question_first,-0.18125000000000002,-0.24999999999999997,-0.11249999999999999
ALL,2,question_policy*tone_policy,answer_reveal_correct,0.006250000000000033,-0.031249999999999993,0.03749999999999999
ALL,2,question_policy*tone_policy,warmth_marker,0.2,0.1,0.29375
ALL,2,question_policy*tone_policy,question_any,-0.018750000000000044,-0.04999999999999999,0.012500000000000011
ALL,2,question_policy*tone_policy,answer_reveal_any,0.006250000000000033,-0.012499999999999997,0.024999999999999994
ALL,2,question_policy*tone_policy,word_count,8.84375,2.6495312499999994,14.331249999999999
ALL,2,question_policy*tone_policy,char_count,45.943749999999966,15.468593749999986,74.26390625000003
ALL,2,question_policy*tone_policy,sentence_count,0.7374999999999998,0.5062500000000001,0.9625000000000001
ALL,2,answer_policy*tone_policy,question_first,0.10625000000000001,0.050000000000000024,0.15625
ALL,2,answer_policy*tone_policy,answer_reveal_correct,0.006250000000000089,0.0,0.018750000000000017
ALL,2,answer_policy*tone_policy,warmth_marker,-0.125,-0.21875,-0.01875000000000001
ALL,2,answer_policy*tone_policy,question_any,-0.018750000000000044,-0.05,0.012500000000000011
ALL,2,answer_policy*tone_policy,answer_reveal_any,0.006249999999999978,-0.012500000000000011,0.025000000000000022
ALL,2,answer_policy*tone_policy,word_count,-5.131250000000001,-10.445312500000002,-0.15000000000000388
ALL,2,answer_policy*tone_policy,char_count,-23.59375,-51.67500000000003,0.26875000000001137
ALL,2,answer_policy*tone_policy,sentence_count,-0.17499999999999982,-0.5937499999999999,0.20000000000000007
ALL,3,question_policy*answer_policy*tone_policy,question_first,0.21250000000000002,0.10000000000000006,0.3125
ALL,3,question_policy*answer_policy*tone_policy,answer_reveal_correct,0.012500000000000067,-0.062499999999999986,0.08749999999999998
ALL,3,question_policy*answer_policy*tone_policy,warmth_marker,-0.125,-0.3375,0.09999999999999998
ALL,3,question_policy*answer_policy*tone_policy,question_any,0.012500000000000067,-0.062499999999999986,0.08749999999999998
ALL,3,question_policy*answer_policy*tone_policy,answer_reveal_any,0.012500000000000067,-0.024999999999999994,0.04999999999999999
