blind_id,event,present,unanimous,template,progress,affect,repeat,model,source_family,partition,panel,arm
0006800a0403f5cfb5a1,affect_acknowledgement,1,1,triangle_area,wrong_attempt,calm,0,doubao-seed-2.0-lite,triangle_area,cue_transfer_v4,main,peer_control
001968051de2f1290d9b,affect_acknowledgement,0,1,plural_possession,correct_partial,calm,1,glm-5.3,apostrophe_possession,cue_transfer_v4,main,explicit
00262fed3d68103c7b16,affect_acknowledgement,0,1,passive_voice,wrong_attempt,calm,1,doubao-seed-2.0-lite,active_passive_voice,cue_transfer_v4,main,implicit
002c137d40e4c324a493,affect_acknowledgement,0,1,question_quotation,correct_partial,calm,0,glm-5.3,direct_speech_punctuation,cue_transfer_v4,main,implicit
002fc4dad678a0f8b169,affect_acknowledgement,0,1,relative_clause,wrong_attempt,calm,0,glm-5.3,relative_clause_attachment,cue_transfer_v4,main,implicit
003d766f87d83ee37f06,affect_acknowledgement,0,1,relative_clause,wrong_attempt,calm,0,MiniMax-M2.7,relative_clause_attachment,cue_transfer_v4,main,explicit
00561351e3b0a98e4a6f,affect_acknowledgement,0,1,gas_volume,wrong_attempt,calm,1,MiniMax-M2.7,boyles_law,cue_transfer_v4,main,explicit
00651e2790d277d24827,affect_acknowledgement,0,1,question_quotation,correct_partial,frustrated,0,MiniMax-M3,direct_speech_punctuation,cue_transfer_v4,main,canonical
008abce2bdb8577b03c5,affect_acknowledgement,0,1,common_multiple,correct_partial,calm,1,deepseek-v4-pro,least_common_multiple,cue_transfer_v4,main,peer_control
009d6e76269b70c763ce,affect_acknowledgement,0,1,question_quotation,wrong_attempt,calm,0,glm-5.3,direct_speech_punctuation,cue_transfer_v4,main,implicit
00a130f5502a29267ad0,affect_acknowledgement,1,1,contrast_connective,correct_partial,calm,1,glm-5.3,contrast_connective,cue_transfer_v4,main,canonical
00a57f9a41d870edf800,affect_acknowledgement,0,0,sampling_bias,correct_partial,calm,0,glm-5.3,sampling_frame_bias,cue_transfer_v4,main,peer_control
00d1dc41c889a0a477ab,affect_acknowledgement,1,1,exclusive_or,correct_partial,calm,0,MiniMax-M3,exclusive_or,cue_transfer_v4,main,peer_control
00d2d207ea5dc0e1257a,affect_acknowledgement,1,1,turning_moment,wrong_attempt,frustrated,0,glm-5.3,turning_moment,cue_transfer_v4,main,canonical
00daa61e1d8d66912377,affect_acknowledgement,1,1,distinct_allocation,correct_partial,frustrated,1,glm-5.3,all_different_constraint,cue_transfer_v4,main,explicit
00ea59a69a84ed802dad,affect_acknowledgement,0,1,photosynthesis_inputs,wrong_attempt,calm,1,doubao-seed-2.0-lite,photosynthesis_inputs,cue_transfer_v4,main,explicit
00eea06267cdfaee6770,affect_acknowledgement,0,1,right_triangle,wrong_attempt,calm,1,MiniMax-M2.7,pythagorean_length,cue_transfer_v4,main,canonical
01082b4cdc41b76897e8,affect_acknowledgement,1,1,exponent_product,correct_partial,calm,1,MiniMax-M3,exponent_product,cue_transfer_v4,main,peer_control
01128438c68b2cf6646f,affect_acknowledgement,1,1,binary_place_value,wrong_attempt,calm,1,MiniMax-M3,binary_place_value,cue_transfer_v4,main,canonical
01358184c28078f5a2e7,affect_acknowledgement,0,1,right_triangle,correct_partial,calm,0,deepseek-v4-pro,pythagorean_length,cue_transfer_v4,main,canonical
01550cb4dd4082be8cad,affect_acknowledgement,1,1,relative_clause,correct_partial,frustrated,1,glm-5.3,relative_clause_attachment,cue_transfer_v4,main,explicit
0166dbb6c2ebabd69c7a,affect_acknowledgement,0,1,distinct_arrangements,correct_partial,calm,1,doubao-seed-2.0-lite,factorial_counting,cue_transfer_v4,main,implicit
01692c7aebcbb2332d97,affect_acknowledgement,1,1,parallel_structure,correct_partial,frustrated,1,glm-5.3,parallel_structure,cue_transfer_v4,main,implicit
