blind_id,judge_requested,judge_returned,event,present,model_requested,template,progress,affect,repeat,source_family,partition,panel,arm
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,answer_reveal,1,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,worked_explanation,1,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,reasoning_elicitation,0,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,learner_choice,0,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,affect_acknowledgement,0,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,epistemic_qualification,0,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,information_request,0,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
abd08b37eb0032ade9ab,glm-5.3,glm-5.3,unsupported_ability_claim,0,MiniMax-M2.7,triangle_area,wrong_attempt,calm,0,triangle_area,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,answer_reveal,0,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,worked_explanation,0,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,reasoning_elicitation,1,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,learner_choice,0,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,affect_acknowledgement,0,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,epistemic_qualification,0,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
ed8acc1064a85f6be7b5,deepseek-v4-pro,deepseek-v4-pro,information_request,0,glm-5.3,plural_possession,correct_partial,calm,1,apostrophe_possession,cue_transfer_v4,main,implicit
