event,judge_a,judge_b,n,agreement,positive_agreement,negative_agreement
affect_acknowledgement,MiniMax-M3,deepseek-v4-pro,5120,0.957421875,0.9551440329218107,0.9594795539033457
affect_acknowledgement,MiniMax-M3,glm-5.3,5120,0.9533203125,0.9527947857001777,0.953834266949971
affect_acknowledgement,deepseek-v4-pro,glm-5.3,5120,0.9501953125,0.9489080344620316,0.9514193179653267
answer_reveal,MiniMax-M3,deepseek-v4-pro,5120,0.987890625,0.9924775539917495,0.968968968968969
answer_reveal,MiniMax-M3,glm-5.3,5120,0.9884765625,0.9928250030402529,0.9707486365889936
answer_reveal,deepseek-v4-pro,glm-5.3,5120,0.9904296875,0.9940656412740705,0.9752899646999496
epistemic_qualification,MiniMax-M3,deepseek-v4-pro,5120,0.85859375,0.2264957264957265,0.9221840068787618
epistemic_qualification,MiniMax-M3,glm-5.3,5120,0.9537109375,0.45011600928074247,0.9758385156488939
epistemic_qualification,deepseek-v4-pro,glm-5.3,5120,0.8892578125,0.4986737400530504,0.9377538697990998
information_request,MiniMax-M3,deepseek-v4-pro,5120,0.998828125,0.25,0.9994136043784206
information_request,MiniMax-M3,glm-5.3,5120,0.9998046875,0.0,0.9999023342123254
information_request,deepseek-v4-pro,glm-5.3,5120,0.9986328125,0.0,0.9993159386299229
learner_choice,MiniMax-M3,deepseek-v4-pro,5120,0.964453125,0.795045045045045,0.9805389221556886
learner_choice,MiniMax-M3,glm-5.3,5120,0.9498046875,0.5606837606837607,0.9733816675297773
learner_choice,deepseek-v4-pro,glm-5.3,5120,0.9376953125,0.5396825396825397,0.9665863622080234
reasoning_elicitation,MiniMax-M3,deepseek-v4-pro,5120,0.95390625,0.9234263465282284,0.9670298966191674
reasoning_elicitation,MiniMax-M3,glm-5.3,5120,0.941015625,0.9068476249228871,0.9568448128036582
reasoning_elicitation,deepseek-v4-pro,glm-5.3,5120,0.9484375,0.9203379601689801,0.9618827606121859
unsupported_ability_claim,MiniMax-M3,deepseek-v4-pro,5120,0.902734375,0.45633187772925765,0.9465894465894465
unsupported_ability_claim,MiniMax-M3,glm-5.3,5120,0.93125,0.375886524822695,0.9636213311285655
unsupported_ability_claim,deepseek-v4-pro,glm-5.3,5120,0.9234375,0.3836477987421384,0.9591836734693877
worked_explanation,MiniMax-M3,deepseek-v4-pro,5120,0.9388671875,0.966448708328867,0.6564215148188803
worked_explanation,MiniMax-M3,glm-5.3,5120,0.952734375,0.9739840894431305,0.7420042643923241
worked_explanation,deepseek-v4-pro,glm-5.3,5120,0.9638671875,0.9803755171316432,0.7724477244772447
