benchmark,family,prompt_arm,item_id,model,response_sha256,log_chars,log_tokens,line_count,sentence_count,mean_sentence_tokens,question_rate,ends_question,exactly_one_question,markdown_heading_rate,bullet_rate,numbered_step_rate,latex_rate,emoji_rate,table_present,second_person_rate,first_plural_rate,praise_rate,encouragement_rate,hedge_rate,imperative_rate,history_reference_rate,answer_reveal_rate,explanation_rate,diagnosis_rate,outcome_primary,history_utilization,strategy_alignment,coherence,appropriateness
mmlu_pro,mcq_mmlu,none,100,minimax-m3,bee2179086c34e25b5364bfc2c39d8a3b6617c557599232d35799c9f4a92aabb,5.730099782973575,3.8712010109078907,8.0,7.0,6.714285714285714,0.0,0.0,0.0,0.0,4.25531914893617,0.0,19.148936170212767,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,2.127659574468085,0.0,2.127659574468085,0.0,0.0,,,,,
mmlu_pro,mcq_mmlu,none,100,minimax-m2.7,ff32a86e847fe7496b118190e2f2bbde86b1906d133f0ae3b1dccac73cbe8ec7,5.583496308781699,3.828641396489095,7.0,8.0,5.625,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,,,,,
mmlu_pro,mcq_mmlu,none,100,glm-5.2,e2bc94062038b95879217bf58c9a573eee3fc070c20f92a445286f3ce35af7a3,4.6913478822291435,2.9444389791664403,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,,,,,
mmlu_pro,mcq_mmlu,none,100,deepseek-v4-pro,c1433121e977db5d6d142c8e621a6c12bce03adcbed0f7e183c5d8f63aaeea61,5.5053315359323625,3.8501476017100584,3.0,6.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,,,,,
mmlu_pro,mcq_mmlu,none,100,doubao-seed-2.0-pro,692b1776e4ca6daf4d26af4bad6170453e549b414d83770d7fe5bb05017973f3,6.561030665896573,4.7535901911063645,10.0,15.0,7.666666666666667,0.0,0.0,0.0,0.0,1.7391304347826086,3.4782608695652173,15.652173913043478,0.0,0.0,0.0,0.8695652173913043,0.0,0.0,0.0,1.7391304347826086,0.0,1.7391304347826086,0.8695652173913043,0.0,,,,,
mmlu_pro,mcq_mmlu,none,100,qwen3.5-4b,d8618388e848ffce385b079aa562c040d96ffcd247dfc0ccdabf333dfe091c77,6.870053411798126,4.976733742420574,24.0,41.0,3.5121951219512195,0.0,0.0,0.0,0.0,10.416666666666666,3.4722222222222223,18.75,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.0,3.4722222222222223,0.0,0.6944444444444444,0.0,0.0,,,,,
mmlu_pro,mcq_mmlu,none,1000,minimax-m3,87ea1ac5d36200eae1dfd8e461d7779094bcaad627613168c65d431cf852281e,7.553286605600419,5.655991810819852,21.0,7.0,40.714285714285715,0.0,0.0,0.0,0.0,4.2105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3508771929824561,0.0,0.3508771929824561,,,,,
mmlu_pro,mcq_mmlu,none,1000,minimax-m2.7,85b278d6a234cf8203729b644615977e4c017eec6f9503a2892c628410a8cf6b,6.54965074223381,4.718498871295094,2.0,5.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8018018018018018,1.8018018018018018,0.0,,,,,
mmlu_pro,mcq_mmlu,none,1000,glm-5.2,89552359809f0e5169c8a36f49c582bde054f4d004322164acf783f72b6d9785,7.5256399750415355,5.6937321388027,5.0,15.0,19.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.0,0.33783783783783783,0.0,1.0135135135135136,0.6756756756756757,0.33783783783783783,,,,,
mmlu_pro,mcq_mmlu,none,1000,deepseek-v4-pro,c169096650e722cbc222efb0a01ce73d8ca9e46ae52741b3a95341274b660588,6.638567789166521,4.812184355372417,2.0,8.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639344262295082,0.819672131147541,0.0,,,,,
mmlu_pro,mcq_mmlu,none,1000,doubao-seed-2.0-pro,4f20890b2a9a04e2557e5c9257d81998ae6246b49f192c46a7139f1621f8cb60,8.200562797008564,6.361302477572996,20.0,31.0,18.64516129032258,0.0,0.0,0.0,0.6920415224913494,1.9031141868512111,0.0,0.0,0.0,0.0,0.0,0.17301038062283736,0.17301038062283736,0.0,0.0,0.0,0.0,0.17301038062283736,0.5190311418685121,0.6920415224913494,,,,,
mmlu_pro,mcq_mmlu,none,1000,qwen3.5-4b,4a98bbe812bb7b02da89100fb7b9fd2f250894c404fe64824ef0cdc27dce8369,7.903596289614301,6.025865973825314,18.0,33.0,12.515151515151516,0.0,0.0,0.0,0.0,2.4213075060532687,1.2106537530266344,0.0,0.0,0.0,0.0,0.0,0.48426150121065376,0.0,0.0,0.0,0.0,0.48426150121065376,0.9685230024213075,0.24213075060532688,,,,,
mmlu_pro,mcq_mmlu,none,1001,minimax-m3,2db5aec0a1e6d7acd4e24c68267671a4fb6e6ad13f9813762df1a80783b9f970,7.349873704738337,5.488937726156687,22.0,8.0,30.125,0.0,0.0,0.0,0.0,5.394190871369295,0.0,0.0,3.319502074688797,0.0,0.0,0.0,2.074688796680498,0.0,0.0,0.0,0.0,0.4149377593360996,1.6597510373443984,0.0,,,,,
mmlu_pro,mcq_mmlu,none,1001,minimax-m2.7,f55f47e2d67325d06e6a1e1c1d9cf043c3b2f80bf10f117979fed6eb6dd00cfc,7.289610521451167,5.393627546352361,18.0,19.0,11.526315789473685,0.0,0.0,0.0,0.0,3.1963470319634704,1.82648401826484,0.0,0.0,0.0,0.0,0.0,1.82648401826484,0.0,0.0,0.0,0.0,0.45662100456621,0.91324200913242,0.45662100456621,,,,,
mmlu_pro,mcq_mmlu,none,1001,glm-5.2,1b035e83fe15f85b57db067beebebd36f16ce72a13cf3427d7bac8d41c59dbec,7.5883236773352225,5.717027701406222,6.0,22.0,13.772727272727273,0.0,0.0,0.0,0.0,0.0,1.3201320132013201,0.0,0.0,0.0,0.0,0.33003300330033003,1.3201320132013201,0.0,0.0,0.0,0.0,1.3201320132013201,1.3201320132013201,0.33003300330033003,,,,,
