family,model,feature,n_pairs,generic_mean,pedagogy_mean,mean_delta,paired_dz,wilcoxon_p,bh_q
mathdial_bridge,deepseek-v4-pro,log_chars,1150,5.271897253276669,4.9293444304647895,-0.34255282281187965,-1.0558463142710544,2.588265340188412e-143,3.882398010282618e-142
mathdial_bridge,deepseek-v4-pro,log_tokens,1150,3.6294176875794864,3.299262490059748,-0.330155197519739,-1.0358047492910247,5.955509526324173e-139,8.33626351078857e-138
mathdial_bridge,deepseek-v4-pro,line_count,1150,1.0008695652173913,1.0,-0.0008695652173913044,-0.029488391230979426,0.31731050786291415,0.43666583650859747
mathdial_bridge,deepseek-v4-pro,sentence_count,1150,2.1469565217391304,2.0365217391304347,-0.11043478260869566,-0.14451495626750174,3.0897795490078773e-06,6.866176775573061e-06
mathdial_bridge,deepseek-v4-pro,mean_sentence_tokens,1150,18.937463768115943,14.818304347826086,-4.119159420289855,-0.5078197850416859,8.36947102203748e-67,7.173832304603554e-66
mathdial_bridge,deepseek-v4-pro,markdown_heading_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-pro,bullet_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-pro,numbered_step_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-pro,latex_rate,1150,1.503685766681419,0.9838814608269497,-0.5198043058544694,-0.18792257453721442,8.760147242960037e-11,2.411049699897258e-10
mathdial_bridge,deepseek-v4-pro,emoji_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-pro,table_present,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-pro,question_rate,1150,1.0729775930191954,3.890354634094194,2.817377041074998,1.3021695818278165,6.054213857777204e-160,1.2108427715554407e-158
mathdial_bridge,deepseek-v4-pro,ends_question,1150,0.26608695652173914,0.9156521739130434,0.6495652173913044,1.2674805479674092,3.24659980944997e-156,6.087374642718694e-155
mathdial_bridge,deepseek-v4-pro,exactly_one_question,1150,0.29739130434782607,0.9095652173913044,0.6121739130434782,1.1920441253428165,7.2958748611247555e-149,1.2159791435207925e-147
mathdial_bridge,deepseek-v4-pro,second_person_rate,1150,4.4658867070239445,5.715505231883067,1.2496185248591227,0.2836643153178959,1.0815710082320434e-18,3.451822366698011e-18
mathdial_bridge,deepseek-v4-pro,first_plural_rate,1150,0.8371007784410147,1.5374380980914462,0.7003373196504312,0.293026696729905,1.0706315195566619e-22,3.608870290640433e-22
mathdial_bridge,deepseek-v4-pro,praise_rate,1150,1.1118497934254343,1.413987878908683,0.30213808548324855,0.10844108060061552,0.0023300661242892837,0.004185747528663384
mathdial_bridge,deepseek-v4-pro,encouragement_rate,1150,0.09052024843886976,0.0,-0.09052024843886976,-0.17587648570951278,7.667240951415792e-08,1.84013782833979e-07
mathdial_bridge,deepseek-v4-pro,hedge_rate,1150,0.46032747587858397,0.7142351619174924,0.2539076860389085,0.13954081950472802,4.5745977747355924e-07,1.0638599476129285e-06
mathdial_bridge,deepseek-v4-pro,imperative_rate,1150,1.9869494478806355,1.8273604136701622,-0.15958903421047355,-0.05724464195808833,0.024264859168721502,0.038112344244065184
mathdial_bridge,deepseek-v4-pro,history_reference_rate,1150,0.11842871364322738,0.12875125940141072,0.01032254575818332,0.013969577235238978,0.4952531896803264,0.6574157385137076
mathdial_bridge,deepseek-v4-pro,answer_reveal_rate,1150,0.2466540152803963,0.12115505125506779,-0.1254989640253285,-0.12512422062822887,5.933762842023974e-05,0.00012276750707635806
mathdial_bridge,deepseek-v4-pro,explanation_rate,1150,0.30514170676750185,0.1871961969327336,-0.11794550983476827,-0.09701473030798882,0.006458510338603313,0.010857259612613504
mathdial_bridge,deepseek-v4-pro,diagnosis_rate,1150,0.10727902413699603,0.026092746083294288,-0.08118627805370174,-0.11225418132148036,0.00035044547039730787,0.0006612178686741658
mathdial_bridge,deepseek-v4-pro,outcome_primary,1150,0.5004347826086957,0.8395652173913043,0.3391304347826087,0.669021111121271,1.4261986314519828e-72,1.2584105571635142e-71
mathdial_bridge,doubao-seed-2.0-pro,log_chars,1150,5.663381002229864,5.171509119227943,-0.4918718830019203,-1.7198762073826828,1.9063757942415896e-184,5.719127382724769e-183
mathdial_bridge,doubao-seed-2.0-pro,log_tokens,1150,3.9915436404182225,3.5134971881361796,-0.47804645228204296,-1.6982296171729871,1.6521298942231015e-182,4.50580880242664e-181
mathdial_bridge,doubao-seed-2.0-pro,line_count,1150,1.011304347826087,1.0208695652173914,0.009565217391304347,0.05488764666891399,0.06297905121445523,0.09542280487038671
mathdial_bridge,doubao-seed-2.0-pro,sentence_count,1150,2.126086956521739,1.991304347826087,-0.13478260869565217,-0.2611295610782543,8.09692797954051e-19,2.6119122514646806e-18
mathdial_bridge,doubao-seed-2.0-pro,mean_sentence_tokens,1150,26.425710144927535,17.445782608695655,-8.979927536231886,-1.2124087113615238,6.318396995391858e-156,1.1150112344809162e-154
mathdial_bridge,doubao-seed-2.0-pro,markdown_heading_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,doubao-seed-2.0-pro,bullet_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,doubao-seed-2.0-pro,numbered_step_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,doubao-seed-2.0-pro,latex_rate,1150,1.132542969131357,0.4401189190442261,-0.692424050087131,-0.31789899540282174,9.021310921278554e-29,3.3829915954794578e-28
mathdial_bridge,doubao-seed-2.0-pro,emoji_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,doubao-seed-2.0-pro,table_present,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,doubao-seed-2.0-pro,question_rate,1150,0.37515267183369205,3.1789412662873615,2.80378859445367,2.594910357802407,6.948748247637372e-188,2.9780349632731593e-186
mathdial_bridge,doubao-seed-2.0-pro,ends_question,1150,0.14956521739130435,0.9930434782608696,0.8434782608695652,2.30525467789206,1.6185686037038556e-212,9.711411622223135e-211
mathdial_bridge,doubao-seed-2.0-pro,exactly_one_question,1150,0.1591304347826087,0.991304347826087,0.8321739130434782,2.1853658199298804,7.892998298899596e-209,3.946499149449798e-207
mathdial_bridge,doubao-seed-2.0-pro,second_person_rate,1150,3.125291670360745,4.908052872453218,1.7827612020924735,0.48703611573359684,4.665443682014925e-51,2.640817178499014e-50
mathdial_bridge,doubao-seed-2.0-pro,first_plural_rate,1150,1.504524192231342,1.2601121996799707,-0.2444119925513713,-0.09476535493544505,0.001279130065225106,0.002354227113911238
mathdial_bridge,doubao-seed-2.0-pro,praise_rate,1150,2.2156357476773505,2.5063436729137583,0.2907079252364081,0.1330177301434072,4.181248790694482e-07,9.799801853190192e-07
mathdial_bridge,doubao-seed-2.0-pro,encouragement_rate,1150,0.0750210893989152,0.006211180124223603,-0.0688099092746916,-0.16960139467129592,1.236018842350962e-07,2.9429020055975284e-07
mathdial_bridge,doubao-seed-2.0-pro,hedge_rate,1150,0.06030879288672484,0.10937233404492222,0.04906354115819738,0.06758014010153106,0.004986153256803763,0.00849912486955187
mathdial_bridge,doubao-seed-2.0-pro,imperative_rate,1150,1.044001196108102,2.1078226431357057,1.0638214470276035,0.45007010631204447,2.3714250386938037e-46,1.2058093417087138e-45
mathdial_bridge,doubao-seed-2.0-pro,history_reference_rate,1150,0.17476813531128285,0.1978389782728944,0.023070842961611517,0.027003689394407365,0.1829323315700665,0.26511932111603836
mathdial_bridge,doubao-seed-2.0-pro,answer_reveal_rate,1150,0.2120811208584281,0.19433941983361835,-0.01774170102480976,-0.020400742772515107,0.8909958657835338,1.0
mathdial_bridge,doubao-seed-2.0-pro,explanation_rate,1150,0.25560386252131434,0.31360473871454486,0.05800087619323055,0.05007392220534907,0.010649919732373999,0.01727014010655243
mathdial_bridge,doubao-seed-2.0-pro,diagnosis_rate,1150,0.1477628921372427,0.04907701709367985,-0.09868587504356288,-0.16993046241530418,1.657656356332048e-07,3.915723676374917e-07
mathdial_bridge,doubao-seed-2.0-pro,outcome_primary,1150,0.34956521739130436,0.8669565217391304,0.5173913043478261,1.0553703931272114,1.0043954815509846e-123,1.1159949795010942e-122
mathdial_bridge,glm-5.2,log_chars,1150,5.459848950186666,5.161335804537872,-0.298513145648794,-0.9406306166074714,2.404165764772612e-128,2.8849989177271343e-127
mathdial_bridge,glm-5.2,log_tokens,1150,3.7948882988873573,3.508432995067993,-0.28645530381936457,-0.9091178690751799,1.1955665433507286e-123,1.2809641535900663e-122
mathdial_bridge,glm-5.2,line_count,1150,1.0052173913043478,1.0,-0.0052173913043478265,-0.07238918833652354,0.014305878435429648,0.022828529418238798
mathdial_bridge,glm-5.2,sentence_count,1150,2.2113043478260868,2.031304347826087,-0.18,-0.21548435470355992,1.7510463166120154e-12,4.955791462109478e-12
mathdial_bridge,glm-5.2,mean_sentence_tokens,1150,21.83322739820566,18.09804347826087,-3.7351839199447894,-0.43999427483752884,5.336727758780889e-54,3.480474625291884e-53
mathdial_bridge,glm-5.2,markdown_heading_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,glm-5.2,bullet_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,glm-5.2,numbered_step_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,glm-5.2,latex_rate,1150,1.1537766573504311,0.7529548899352698,-0.4008217674151612,-0.18356443994971566,2.30330799695158e-11,6.45787288864929e-11
mathdial_bridge,glm-5.2,emoji_rate,1150,0.006104090811736989,0.0,-0.006104090811736989,-0.04171461183797922,0.17971249487899976,0.26171722555194143
mathdial_bridge,glm-5.2,table_present,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,glm-5.2,question_rate,1150,1.1526152206823732,3.151814745453042,1.999199524770669,1.250256944180654,8.530601313135455e-161,1.827985995671883e-159
mathdial_bridge,glm-5.2,ends_question,1150,0.38608695652173913,0.9504347826086956,0.5643478260869565,1.0994442566712237,6.113259907911617e-139,8.33626351078857e-138
mathdial_bridge,glm-5.2,exactly_one_question,1150,0.41391304347826086,0.9539130434782609,0.54,1.0609466246588113,1.6472980836565215e-134,2.148649674334593e-133
mathdial_bridge,glm-5.2,second_person_rate,1150,4.802036997556228,5.512234443289939,0.7101974457337101,0.1774310788505342,5.242077343569027e-07,1.2097101562082372e-06
mathdial_bridge,glm-5.2,first_plural_rate,1150,0.9167555877492202,1.2799036889282378,0.36314810117901775,0.16086921928416695,1.0539783828071854e-08,2.7736273231768036e-08
mathdial_bridge,glm-5.2,praise_rate,1150,1.334493465214811,1.594285945516703,0.25979248030189234,0.11718592521304959,4.470255130634505e-05,9.313031522155219e-05
mathdial_bridge,glm-5.2,encouragement_rate,1150,0.07990727914815482,0.007950310559006211,-0.07195696858914861,-0.14939600711022313,3.3894854003591287e-06,7.47680603020396e-06
mathdial_bridge,glm-5.2,hedge_rate,1150,0.2191910096697863,0.3542579367208805,0.1350669270510942,0.10791270074715513,7.531449171306063e-05,0.00015370304431236862
mathdial_bridge,glm-5.2,imperative_rate,1150,2.3066468114945606,2.3447154210379644,0.03806860954340377,0.013121152727490745,0.9624515355888296,1.0
mathdial_bridge,glm-5.2,history_reference_rate,1150,0.15511572602576992,0.12194264511261997,-0.033173080913149924,-0.043151096459975995,0.24126934746984696,0.34303698692395307
mathdial_bridge,glm-5.2,answer_reveal_rate,1150,0.30178538039617814,0.13653581470400097,-0.16524956569217716,-0.1666642219776856,2.1496077102444173e-09,5.706923124542701e-09
mathdial_bridge,glm-5.2,explanation_rate,1150,0.5818584416323631,0.26264747525597326,-0.3192109663763899,-0.23630529433126896,7.370130771035204e-14,2.146640030398603e-13
mathdial_bridge,glm-5.2,diagnosis_rate,1150,0.1677389449179863,0.046660064297067205,-0.12107888062091908,-0.18412448289698405,4.5300706171608394e-08,1.1231580042547536e-07
mathdial_bridge,glm-5.2,outcome_primary,1150,0.5947826086956521,0.8582608695652174,0.2634782608695652,0.5521169530092319,7.848719056970045e-57,5.232479371313364e-56
mathdial_bridge,minimax-m2.7,log_chars,1150,5.316761197946531,5.057656102381539,-0.25910509556499206,-0.685372084654558,6.290641023465579e-92,5.71876456678689e-91
mathdial_bridge,minimax-m2.7,log_tokens,1150,3.6757327612528785,3.4090232787994044,-0.2667094824534747,-0.7192693942672994,1.667285996380028e-97,1.6135025771419625e-96
mathdial_bridge,minimax-m2.7,line_count,1150,1.0356521739130435,1.0417391304347825,0.00608695652173913,0.008214104012674825,0.28839464664303727,0.4038165506237302
mathdial_bridge,minimax-m2.7,sentence_count,1150,2.3443478260869566,2.208695652173913,-0.1356521739130435,-0.08672989969190828,1.6216772180289537e-06,3.6306206373782547e-06
