blind_id,event,model,present,panel
0010b5a166668babdfc2,affect_acknowledgement,deepseek-v4-pro,1.0,all_three
0010b5a166668babdfc2,answer_reveal,deepseek-v4-pro,1.0,all_three
0010b5a166668babdfc2,epistemic_qualification,deepseek-v4-pro,0.0,all_three
0010b5a166668babdfc2,information_request,deepseek-v4-pro,0.0,all_three
0010b5a166668babdfc2,learner_choice,deepseek-v4-pro,0.0,all_three
0010b5a166668babdfc2,reasoning_elicitation,deepseek-v4-pro,0.0,all_three
0010b5a166668babdfc2,unsupported_ability_claim,deepseek-v4-pro,0.0,all_three
0010b5a166668babdfc2,worked_explanation,deepseek-v4-pro,1.0,all_three
0142f9f4b822ffbd8c37,affect_acknowledgement,MiniMax-M3,0.0,all_three
0142f9f4b822ffbd8c37,answer_reveal,MiniMax-M3,0.3333333333333333,all_three
0142f9f4b822ffbd8c37,epistemic_qualification,MiniMax-M3,1.0,all_three
0142f9f4b822ffbd8c37,information_request,MiniMax-M3,0.0,all_three
0142f9f4b822ffbd8c37,learner_choice,MiniMax-M3,0.0,all_three
0142f9f4b822ffbd8c37,reasoning_elicitation,MiniMax-M3,1.0,all_three
0142f9f4b822ffbd8c37,unsupported_ability_claim,MiniMax-M3,0.0,all_three
0142f9f4b822ffbd8c37,worked_explanation,MiniMax-M3,1.0,all_three
0210c34e3a3b13838b44,affect_acknowledgement,glm-5.3,1.0,all_three
0210c34e3a3b13838b44,answer_reveal,glm-5.3,0.0,all_three
0210c34e3a3b13838b44,epistemic_qualification,glm-5.3,0.0,all_three
0210c34e3a3b13838b44,information_request,glm-5.3,0.0,all_three
0210c34e3a3b13838b44,learner_choice,glm-5.3,0.0,all_three
0210c34e3a3b13838b44,reasoning_elicitation,glm-5.3,1.0,all_three
0210c34e3a3b13838b44,unsupported_ability_claim,glm-5.3,0.0,all_three
0210c34e3a3b13838b44,worked_explanation,glm-5.3,1.0,all_three
02b9a480c64163fa9bcf,affect_acknowledgement,glm-5.3,0.0,all_three
02b9a480c64163fa9bcf,answer_reveal,glm-5.3,0.0,all_three
02b9a480c64163fa9bcf,epistemic_qualification,glm-5.3,0.0,all_three
02b9a480c64163fa9bcf,information_request,glm-5.3,0.0,all_three
02b9a480c64163fa9bcf,learner_choice,glm-5.3,0.0,all_three
02b9a480c64163fa9bcf,reasoning_elicitation,glm-5.3,1.0,all_three
02b9a480c64163fa9bcf,unsupported_ability_claim,glm-5.3,0.0,all_three
02b9a480c64163fa9bcf,worked_explanation,glm-5.3,0.3333333333333333,all_three
043e9320e6b1d199ab05,affect_acknowledgement,glm-5.3,1.0,all_three
043e9320e6b1d199ab05,answer_reveal,glm-5.3,0.0,all_three
043e9320e6b1d199ab05,epistemic_qualification,glm-5.3,0.3333333333333333,all_three
043e9320e6b1d199ab05,information_request,glm-5.3,0.0,all_three
043e9320e6b1d199ab05,learner_choice,glm-5.3,0.0,all_three
043e9320e6b1d199ab05,reasoning_elicitation,glm-5.3,1.0,all_three
043e9320e6b1d199ab05,unsupported_ability_claim,glm-5.3,0.0,all_three
043e9320e6b1d199ab05,worked_explanation,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,affect_acknowledgement,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,answer_reveal,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,epistemic_qualification,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,information_request,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,learner_choice,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,reasoning_elicitation,glm-5.3,1.0,all_three
051ed8dcf7bd5daf4976,unsupported_ability_claim,glm-5.3,0.0,all_three
051ed8dcf7bd5daf4976,worked_explanation,glm-5.3,0.3333333333333333,all_three
07b147af9ee3e40c35f4,affect_acknowledgement,MiniMax-M2.7,1.0,all_three
07b147af9ee3e40c35f4,answer_reveal,MiniMax-M2.7,1.0,all_three
07b147af9ee3e40c35f4,epistemic_qualification,MiniMax-M2.7,1.0,all_three
07b147af9ee3e40c35f4,information_request,MiniMax-M2.7,0.0,all_three
07b147af9ee3e40c35f4,learner_choice,MiniMax-M2.7,0.0,all_three
07b147af9ee3e40c35f4,reasoning_elicitation,MiniMax-M2.7,1.0,all_three
07b147af9ee3e40c35f4,unsupported_ability_claim,MiniMax-M2.7,0.0,all_three
07b147af9ee3e40c35f4,worked_explanation,MiniMax-M2.7,1.0,all_three
09ee3c79cec447d7cf01,affect_acknowledgement,MiniMax-M2.7,0.0,all_three
09ee3c79cec447d7cf01,answer_reveal,MiniMax-M2.7,1.0,all_three
09ee3c79cec447d7cf01,epistemic_qualification,MiniMax-M2.7,0.0,all_three
09ee3c79cec447d7cf01,information_request,MiniMax-M2.7,0.0,all_three
09ee3c79cec447d7cf01,learner_choice,MiniMax-M2.7,0.0,all_three
09ee3c79cec447d7cf01,reasoning_elicitation,MiniMax-M2.7,0.0,all_three
09ee3c79cec447d7cf01,unsupported_ability_claim,MiniMax-M2.7,0.0,all_three
09ee3c79cec447d7cf01,worked_explanation,MiniMax-M2.7,1.0,all_three
0af631542fc1eae3c4a6,affect_acknowledgement,MiniMax-M2.7,0.0,all_three
0af631542fc1eae3c4a6,answer_reveal,MiniMax-M2.7,1.0,all_three
0af631542fc1eae3c4a6,epistemic_qualification,MiniMax-M2.7,0.6666666666666666,all_three
0af631542fc1eae3c4a6,information_request,MiniMax-M2.7,0.0,all_three
0af631542fc1eae3c4a6,learner_choice,MiniMax-M2.7,0.0,all_three
0af631542fc1eae3c4a6,reasoning_elicitation,MiniMax-M2.7,0.0,all_three
0af631542fc1eae3c4a6,unsupported_ability_claim,MiniMax-M2.7,0.0,all_three
0af631542fc1eae3c4a6,worked_explanation,MiniMax-M2.7,1.0,all_three
122bf31ca16ea698450c,affect_acknowledgement,doubao-seed-2.0-lite,1.0,all_three
122bf31ca16ea698450c,answer_reveal,doubao-seed-2.0-lite,1.0,all_three
