event,judge_a,judge_b,n,agreement,positive_agreement,negative_agreement
affect_acknowledgement,MiniMax-M3,deepseek-v4-pro,1279,0.9741985926505082,0.976173285198556,0.9718670076726342
affect_acknowledgement,MiniMax-M3,glm-5.3,1279,0.9593432369038312,0.963276836158192,0.9544658493870403
affect_acknowledgement,deepseek-v4-pro,glm-5.3,1279,0.9695074276778733,0.9725545390570021,0.9656992084432717
answer_reveal,MiniMax-M3,deepseek-v4-pro,1279,0.9913995308835027,0.994535519125683,0.9798165137614679
answer_reveal,MiniMax-M3,glm-5.3,1279,0.9953088350273651,0.9970119521912351,0.9890909090909091
answer_reveal,deepseek-v4-pro,glm-5.3,1279,0.9929632525410477,0.9955290611028316,0.9834862385321101
epistemic_qualification,MiniMax-M3,deepseek-v4-pro,1279,0.8193901485535575,0.37057220708446864,0.8945686900958466
epistemic_qualification,MiniMax-M3,glm-5.3,1279,0.9116497263487099,0.5108225108225108,0.9514396218306833
epistemic_qualification,deepseek-v4-pro,glm-5.3,1279,0.8702111024237685,0.6278026905829597,0.9214015151515151
information_request,MiniMax-M3,deepseek-v4-pro,1279,0.9882720875684128,0.21052631578947367,0.9940921622686096
information_request,MiniMax-M3,glm-5.3,1279,0.99687255668491,0.0,0.9984338292873923
information_request,deepseek-v4-pro,glm-5.3,1279,0.9882720875684128,0.11764705882352941,0.9940968122786304
learner_choice,MiniMax-M3,deepseek-v4-pro,1279,0.947615324472244,0.814404432132964,0.9695038689121529
learner_choice,MiniMax-M3,glm-5.3,1279,0.9311962470680218,0.6923076923076923,0.9612676056338029
learner_choice,deepseek-v4-pro,glm-5.3,1279,0.9272869429241595,0.6825938566552902,0.9589403973509933
reasoning_elicitation,MiniMax-M3,deepseek-v4-pro,1279,0.946051602814699,0.9147095179233622,0.9605488850771869
reasoning_elicitation,MiniMax-M3,glm-5.3,1279,0.9374511336982018,0.9061032863849765,0.9531066822977726
reasoning_elicitation,deepseek-v4-pro,glm-5.3,1279,0.9429241594996091,0.9158016147635525,0.9568302779420461
unsupported_ability_claim,MiniMax-M3,deepseek-v4-pro,1279,0.9014855355746677,0.4424778761061947,0.9459691252144082
unsupported_ability_claim,MiniMax-M3,glm-5.3,1279,0.9139953088350273,0.26666666666666666,0.9543189368770764
unsupported_ability_claim,deepseek-v4-pro,glm-5.3,1279,0.9343236903831118,0.34375,0.9654320987654321
worked_explanation,MiniMax-M3,deepseek-v4-pro,1279,0.9319781078967944,0.9620253164556962,0.6741573033707865
worked_explanation,MiniMax-M3,glm-5.3,1279,0.9452697419859265,0.9698275862068966,0.7058823529411765
worked_explanation,deepseek-v4-pro,glm-5.3,1279,0.947615324472244,0.9712075633863343,0.70995670995671
