event,baseline,source_group,brier,judge_panel
affect_acknowledgement,conditional_profile,active_passive_voice,0.18236326968325192,single_MiniMax-M3
affect_acknowledgement,conditional_profile,all_different_constraint,0.17738221755977712,single_MiniMax-M3
affect_acknowledgement,conditional_profile,apostrophe_possession,0.17771751040957515,single_MiniMax-M3
affect_acknowledgement,conditional_profile,binary_place_value,0.20126398321191527,single_MiniMax-M3
affect_acknowledgement,conditional_profile,binary_search_interval,0.14642509919985983,single_MiniMax-M3
affect_acknowledgement,conditional_profile,boyles_law,0.13138036446329415,single_MiniMax-M3
affect_acknowledgement,conditional_profile,chemical_equation_balance,0.13960154621530393,single_MiniMax-M3
affect_acknowledgement,conditional_profile,contrast_connective,0.18209268258748793,single_MiniMax-M3
affect_acknowledgement,conditional_profile,direct_speech_punctuation,0.13007010400054347,single_MiniMax-M3
affect_acknowledgement,conditional_profile,exclusive_or,0.1197071846586035,single_MiniMax-M3
affect_acknowledgement,conditional_profile,exponent_product,0.15043914959159072,single_MiniMax-M3
affect_acknowledgement,conditional_profile,factorial_counting,0.1155991708895114,single_MiniMax-M3
affect_acknowledgement,conditional_profile,figurative_metaphor,0.16800622885312408,single_MiniMax-M3
affect_acknowledgement,conditional_profile,half_life,0.10416995937429115,single_MiniMax-M3
affect_acknowledgement,conditional_profile,homophone_selection,0.1264894841138076,single_MiniMax-M3
affect_acknowledgement,conditional_profile,kinetic_energy,0.16179837859252172,single_MiniMax-M3
affect_acknowledgement,conditional_profile,least_common_multiple,0.2073055925883946,single_MiniMax-M3
affect_acknowledgement,conditional_profile,loop_accumulation,0.1638117036343984,single_MiniMax-M3
affect_acknowledgement,conditional_profile,median,0.23437820329133824,single_MiniMax-M3
affect_acknowledgement,conditional_profile,parallel_structure,0.14994558289960752,single_MiniMax-M3
affect_acknowledgement,conditional_profile,photosynthesis_inputs,0.20433683359094168,single_MiniMax-M3
affect_acknowledgement,conditional_profile,pigeonhole_principle,0.13475827686452452,single_MiniMax-M3
affect_acknowledgement,conditional_profile,pressure,0.16949080633685226,single_MiniMax-M3
affect_acknowledgement,conditional_profile,pythagorean_length,0.14636788375797033,single_MiniMax-M3
affect_acknowledgement,conditional_profile,rectangular_prism_volume,0.1666594325133168,single_MiniMax-M3
affect_acknowledgement,conditional_profile,relative_clause_attachment,0.1266239264663615,single_MiniMax-M3
affect_acknowledgement,conditional_profile,sampling_frame_bias,0.13390089853129827,single_MiniMax-M3
affect_acknowledgement,conditional_profile,signed_integer_addition,0.15548544395792296,single_MiniMax-M3
affect_acknowledgement,conditional_profile,triangle_area,0.15736441573575152,single_MiniMax-M3
affect_acknowledgement,conditional_profile,trophic_energy_transfer,0.1068250193892332,single_MiniMax-M3
affect_acknowledgement,conditional_profile,turning_moment,0.1470645637727807,single_MiniMax-M3
affect_acknowledgement,conditional_profile,weighted_graph_path,0.14824519037911438,single_MiniMax-M3
affect_acknowledgement,context,active_passive_voice,0.20022575535477505,single_MiniMax-M3
affect_acknowledgement,context,all_different_constraint,0.2090436946911341,single_MiniMax-M3
affect_acknowledgement,context,apostrophe_possession,0.18548887624844373,single_MiniMax-M3
affect_acknowledgement,context,binary_place_value,0.2158002428470557,single_MiniMax-M3
affect_acknowledgement,context,binary_search_interval,0.15767266278296801,single_MiniMax-M3
affect_acknowledgement,context,boyles_law,0.17686080684099012,single_MiniMax-M3
affect_acknowledgement,context,chemical_equation_balance,0.1802754571634497,single_MiniMax-M3
affect_acknowledgement,context,contrast_connective,0.15734833591391967,single_MiniMax-M3
affect_acknowledgement,context,direct_speech_punctuation,0.16240401576102767,single_MiniMax-M3
affect_acknowledgement,context,exclusive_or,0.15690424537350092,single_MiniMax-M3
affect_acknowledgement,context,exponent_product,0.18690099859551995,single_MiniMax-M3
affect_acknowledgement,context,factorial_counting,0.17786476119819797,single_MiniMax-M3
affect_acknowledgement,context,figurative_metaphor,0.14342797027731455,single_MiniMax-M3
affect_acknowledgement,context,half_life,0.11058415065714636,single_MiniMax-M3
affect_acknowledgement,context,homophone_selection,0.16306532719899905,single_MiniMax-M3
affect_acknowledgement,context,kinetic_energy,0.1981241760616278,single_MiniMax-M3
affect_acknowledgement,context,least_common_multiple,0.24732115114863878,single_MiniMax-M3
affect_acknowledgement,context,loop_accumulation,0.21349499061865446,single_MiniMax-M3
affect_acknowledgement,context,median,0.23664354726782283,single_MiniMax-M3
affect_acknowledgement,context,parallel_structure,0.19457278909752984,single_MiniMax-M3
affect_acknowledgement,context,photosynthesis_inputs,0.21465889460108395,single_MiniMax-M3
affect_acknowledgement,context,pigeonhole_principle,0.1868824217625433,single_MiniMax-M3
affect_acknowledgement,context,pressure,0.20837803512095315,single_MiniMax-M3
affect_acknowledgement,context,pythagorean_length,0.16658325692505627,single_MiniMax-M3
affect_acknowledgement,context,rectangular_prism_volume,0.1822143840597754,single_MiniMax-M3
affect_acknowledgement,context,relative_clause_attachment,0.15002548486271436,single_MiniMax-M3
affect_acknowledgement,context,sampling_frame_bias,0.15177661515575352,single_MiniMax-M3
affect_acknowledgement,context,signed_integer_addition,0.22101242013310368,single_MiniMax-M3
affect_acknowledgement,context,triangle_area,0.20086231302157528,single_MiniMax-M3
affect_acknowledgement,context,trophic_energy_transfer,0.13927983711004155,single_MiniMax-M3
affect_acknowledgement,context,turning_moment,0.18087847375078808,single_MiniMax-M3
affect_acknowledgement,context,weighted_graph_path,0.1942293666715361,single_MiniMax-M3
affect_acknowledgement,default_profile,active_passive_voice,0.1990376997887348,single_MiniMax-M3
affect_acknowledgement,default_profile,all_different_constraint,0.17471374246218913,single_MiniMax-M3
affect_acknowledgement,default_profile,apostrophe_possession,0.1619865617547227,single_MiniMax-M3
affect_acknowledgement,default_profile,binary_place_value,0.18294743179997547,single_MiniMax-M3
affect_acknowledgement,default_profile,binary_search_interval,0.15477831425089789,single_MiniMax-M3
affect_acknowledgement,default_profile,boyles_law,0.14741821950625683,single_MiniMax-M3
affect_acknowledgement,default_profile,chemical_equation_balance,0.15600803013067796,single_MiniMax-M3
affect_acknowledgement,default_profile,contrast_connective,0.18962303513536868,single_MiniMax-M3
affect_acknowledgement,default_profile,direct_speech_punctuation,0.14107138636616226,single_MiniMax-M3
affect_acknowledgement,default_profile,exclusive_or,0.13296658372221407,single_MiniMax-M3
affect_acknowledgement,default_profile,exponent_product,0.16640880831761715,single_MiniMax-M3
affect_acknowledgement,default_profile,factorial_counting,0.13784237668429322,single_MiniMax-M3
affect_acknowledgement,default_profile,figurative_metaphor,0.14025833053751177,single_MiniMax-M3
affect_acknowledgement,default_profile,half_life,0.08719919480446583,single_MiniMax-M3
affect_acknowledgement,default_profile,homophone_selection,0.12897431571963489,single_MiniMax-M3
affect_acknowledgement,default_profile,kinetic_energy,0.18132087285077633,single_MiniMax-M3
affect_acknowledgement,default_profile,least_common_multiple,0.2154374616225207,single_MiniMax-M3
affect_acknowledgement,default_profile,loop_accumulation,0.18534442530685855,single_MiniMax-M3
affect_acknowledgement,default_profile,median,0.2582202301197085,single_MiniMax-M3
affect_acknowledgement,default_profile,parallel_structure,0.16539678659924525,single_MiniMax-M3
affect_acknowledgement,default_profile,photosynthesis_inputs,0.19767894948043535,single_MiniMax-M3
affect_acknowledgement,default_profile,pigeonhole_principle,0.16164082854630166,single_MiniMax-M3
affect_acknowledgement,default_profile,pressure,0.18344452966378735,single_MiniMax-M3
affect_acknowledgement,default_profile,pythagorean_length,0.16027271764801976,single_MiniMax-M3
affect_acknowledgement,default_profile,rectangular_prism_volume,0.16207646776448387,single_MiniMax-M3
affect_acknowledgement,default_profile,relative_clause_attachment,0.12153057674275562,single_MiniMax-M3
affect_acknowledgement,default_profile,sampling_frame_bias,0.14346021585341845,single_MiniMax-M3
affect_acknowledgement,default_profile,signed_integer_addition,0.17438132611653187,single_MiniMax-M3
affect_acknowledgement,default_profile,triangle_area,0.1923095525264257,single_MiniMax-M3
affect_acknowledgement,default_profile,trophic_energy_transfer,0.09734628772322042,single_MiniMax-M3
affect_acknowledgement,default_profile,turning_moment,0.16339518830758074,single_MiniMax-M3
affect_acknowledgement,default_profile,weighted_graph_path,0.16085763070246242,single_MiniMax-M3
affect_acknowledgement,domain_profile,active_passive_voice,0.19521445079381552,single_MiniMax-M3
affect_acknowledgement,domain_profile,all_different_constraint,0.1868829832157996,single_MiniMax-M3
affect_acknowledgement,domain_profile,apostrophe_possession,0.1813053675380654,single_MiniMax-M3
affect_acknowledgement,domain_profile,binary_place_value,0.19709313672625206,single_MiniMax-M3
affect_acknowledgement,domain_profile,binary_search_interval,0.16058308203327376,single_MiniMax-M3
affect_acknowledgement,domain_profile,boyles_law,0.12778171702713184,single_MiniMax-M3
affect_acknowledgement,domain_profile,chemical_equation_balance,0.15172278014794585,single_MiniMax-M3
affect_acknowledgement,domain_profile,contrast_connective,0.19780657041562016,single_MiniMax-M3
affect_acknowledgement,domain_profile,direct_speech_punctuation,0.13446031688184062,single_MiniMax-M3
affect_acknowledgement,domain_profile,exclusive_or,0.13854343318578394,single_MiniMax-M3
affect_acknowledgement,domain_profile,exponent_product,0.1625564585858204,single_MiniMax-M3
affect_acknowledgement,domain_profile,factorial_counting,0.1327770311864977,single_MiniMax-M3
affect_acknowledgement,domain_profile,figurative_metaphor,0.15383297969695467,single_MiniMax-M3
affect_acknowledgement,domain_profile,half_life,0.08652899713126264,single_MiniMax-M3
affect_acknowledgement,domain_profile,homophone_selection,0.11760215529962444,single_MiniMax-M3
affect_acknowledgement,domain_profile,kinetic_energy,0.16103724490086582,single_MiniMax-M3
affect_acknowledgement,domain_profile,least_common_multiple,0.2188713866130827,single_MiniMax-M3
affect_acknowledgement,domain_profile,loop_accumulation,0.19680000799718864,single_MiniMax-M3
affect_acknowledgement,domain_profile,median,0.25574484396795694,single_MiniMax-M3
affect_acknowledgement,domain_profile,parallel_structure,0.14662731293945097,single_MiniMax-M3
affect_acknowledgement,domain_profile,photosynthesis_inputs,0.18334682554241202,single_MiniMax-M3
affect_acknowledgement,domain_profile,pigeonhole_principle,0.1573543597852103,single_MiniMax-M3
affect_acknowledgement,domain_profile,pressure,0.1817970245180907,single_MiniMax-M3
affect_acknowledgement,domain_profile,pythagorean_length,0.15164974931793482,single_MiniMax-M3
affect_acknowledgement,domain_profile,rectangular_prism_volume,0.16316630363258425,single_MiniMax-M3
affect_acknowledgement,domain_profile,relative_clause_attachment,0.12312077779521542,single_MiniMax-M3
affect_acknowledgement,domain_profile,sampling_frame_bias,0.14019442278591362,single_MiniMax-M3
affect_acknowledgement,domain_profile,signed_integer_addition,0.17339820423716504,single_MiniMax-M3
affect_acknowledgement,domain_profile,triangle_area,0.18144988799464065,single_MiniMax-M3
affect_acknowledgement,domain_profile,trophic_energy_transfer,0.09581994802349235,single_MiniMax-M3
affect_acknowledgement,domain_profile,turning_moment,0.1659857403618267,single_MiniMax-M3
affect_acknowledgement,domain_profile,weighted_graph_path,0.16905292186799328,single_MiniMax-M3
affect_acknowledgement,training_style_profile,active_passive_voice,0.19345182849937043,single_MiniMax-M3
affect_acknowledgement,training_style_profile,all_different_constraint,0.2092474166291837,single_MiniMax-M3
affect_acknowledgement,training_style_profile,apostrophe_possession,0.1581074578197628,single_MiniMax-M3
affect_acknowledgement,training_style_profile,binary_place_value,0.21594257308334958,single_MiniMax-M3
affect_acknowledgement,training_style_profile,binary_search_interval,0.1618355440199864,single_MiniMax-M3
affect_acknowledgement,training_style_profile,boyles_law,0.1848244159176112,single_MiniMax-M3
affect_acknowledgement,training_style_profile,chemical_equation_balance,0.18094995262444727,single_MiniMax-M3
affect_acknowledgement,training_style_profile,contrast_connective,0.1732124487425915,single_MiniMax-M3
affect_acknowledgement,training_style_profile,direct_speech_punctuation,0.13927041959381567,single_MiniMax-M3
affect_acknowledgement,training_style_profile,exclusive_or,0.15334171008762862,single_MiniMax-M3
affect_acknowledgement,training_style_profile,exponent_product,0.18469697684168931,single_MiniMax-M3
affect_acknowledgement,training_style_profile,factorial_counting,0.1761626566138191,single_MiniMax-M3
affect_acknowledgement,training_style_profile,figurative_metaphor,0.1438893362512293,single_MiniMax-M3
affect_acknowledgement,training_style_profile,half_life,0.10922239443590367,single_MiniMax-M3
affect_acknowledgement,training_style_profile,homophone_selection,0.12929818973282395,single_MiniMax-M3
affect_acknowledgement,training_style_profile,kinetic_energy,0.21242577739710047,single_MiniMax-M3
affect_acknowledgement,training_style_profile,least_common_multiple,0.23877402280724827,single_MiniMax-M3
affect_acknowledgement,training_style_profile,loop_accumulation,0.21988330350972718,single_MiniMax-M3
affect_acknowledgement,training_style_profile,median,0.2528453996550084,single_MiniMax-M3
affect_acknowledgement,training_style_profile,parallel_structure,0.16021941699252376,single_MiniMax-M3
affect_acknowledgement,training_style_profile,photosynthesis_inputs,0.22551906702987864,single_MiniMax-M3
affect_acknowledgement,training_style_profile,pigeonhole_principle,0.16063703396146561,single_MiniMax-M3
affect_acknowledgement,training_style_profile,pressure,0.20046426998973904,single_MiniMax-M3
affect_acknowledgement,training_style_profile,pythagorean_length,0.17551343234487654,single_MiniMax-M3
affect_acknowledgement,training_style_profile,rectangular_prism_volume,0.18845700235088098,single_MiniMax-M3
affect_acknowledgement,training_style_profile,relative_clause_attachment,0.13773357250965573,single_MiniMax-M3
affect_acknowledgement,training_style_profile,sampling_frame_bias,0.1338726516953552,single_MiniMax-M3
affect_acknowledgement,training_style_profile,signed_integer_addition,0.21416204776208167,single_MiniMax-M3
affect_acknowledgement,training_style_profile,triangle_area,0.19895841848450704,single_MiniMax-M3
affect_acknowledgement,training_style_profile,trophic_energy_transfer,0.13383692291799368,single_MiniMax-M3
affect_acknowledgement,training_style_profile,turning_moment,0.1814180888196873,single_MiniMax-M3
affect_acknowledgement,training_style_profile,weighted_graph_path,0.18720245572927097,single_MiniMax-M3
answer_reveal,conditional_profile,active_passive_voice,0.05099881622325405,single_MiniMax-M3
answer_reveal,conditional_profile,all_different_constraint,0.08124975307649085,single_MiniMax-M3
answer_reveal,conditional_profile,apostrophe_possession,0.059831832452204504,single_MiniMax-M3
answer_reveal,conditional_profile,binary_place_value,0.06594279025561417,single_MiniMax-M3
answer_reveal,conditional_profile,binary_search_interval,0.07833007275520648,single_MiniMax-M3
answer_reveal,conditional_profile,boyles_law,0.05641606617782765,single_MiniMax-M3
answer_reveal,conditional_profile,chemical_equation_balance,0.09268293782868915,single_MiniMax-M3
answer_reveal,conditional_profile,contrast_connective,0.059831832452204504,single_MiniMax-M3
answer_reveal,conditional_profile,direct_speech_punctuation,0.08749578570227903,single_MiniMax-M3
answer_reveal,conditional_profile,exclusive_or,0.06808209814371849,single_MiniMax-M3
answer_reveal,conditional_profile,exponent_product,0.07614740572249361,single_MiniMax-M3
answer_reveal,conditional_profile,factorial_counting,0.036035713098685286,single_MiniMax-M3
answer_reveal,conditional_profile,figurative_metaphor,0.10856469333952004,single_MiniMax-M3
answer_reveal,conditional_profile,half_life,0.04617145580443325,single_MiniMax-M3
answer_reveal,conditional_profile,homophone_selection,0.05476426945883711,single_MiniMax-M3
answer_reveal,conditional_profile,kinetic_energy,0.05679104883022419,single_MiniMax-M3
answer_reveal,conditional_profile,least_common_multiple,0.09911307396525929,single_MiniMax-M3
answer_reveal,conditional_profile,loop_accumulation,0.030708277408005087,single_MiniMax-M3
answer_reveal,conditional_profile,median,0.04544558872355657,single_MiniMax-M3
answer_reveal,conditional_profile,parallel_structure,0.10377929557366261,single_MiniMax-M3
answer_reveal,conditional_profile,photosynthesis_inputs,0.03391479146530767,single_MiniMax-M3
answer_reveal,conditional_profile,pigeonhole_principle,0.07214444652346177,single_MiniMax-M3
answer_reveal,conditional_profile,pressure,0.021658127126182078,single_MiniMax-M3
answer_reveal,conditional_profile,pythagorean_length,0.050359308524891164,single_MiniMax-M3
answer_reveal,conditional_profile,rectangular_prism_volume,0.05439748812360647,single_MiniMax-M3
answer_reveal,conditional_profile,relative_clause_attachment,0.03989904961167913,single_MiniMax-M3
answer_reveal,conditional_profile,sampling_frame_bias,0.09839448000590437,single_MiniMax-M3
answer_reveal,conditional_profile,signed_integer_addition,0.03000575256379421,single_MiniMax-M3
answer_reveal,conditional_profile,triangle_area,0.039453561351907654,single_MiniMax-M3
answer_reveal,conditional_profile,trophic_energy_transfer,0.03947445715863117,single_MiniMax-M3
answer_reveal,conditional_profile,turning_moment,0.03182815891718403,single_MiniMax-M3
answer_reveal,conditional_profile,weighted_graph_path,0.04196898661456149,single_MiniMax-M3
answer_reveal,context,active_passive_voice,0.13321071969522877,single_MiniMax-M3
answer_reveal,context,all_different_constraint,0.20795942949998208,single_MiniMax-M3
answer_reveal,context,apostrophe_possession,0.09807906443386118,single_MiniMax-M3
answer_reveal,context,binary_place_value,0.19180634980390007,single_MiniMax-M3
answer_reveal,context,binary_search_interval,0.1603765602267818,single_MiniMax-M3
answer_reveal,context,boyles_law,0.17234952651017993,single_MiniMax-M3
answer_reveal,context,chemical_equation_balance,0.1643481572075207,single_MiniMax-M3
answer_reveal,context,contrast_connective,0.09807906443386118,single_MiniMax-M3
answer_reveal,context,direct_speech_punctuation,0.07058513574036354,single_MiniMax-M3
answer_reveal,context,exclusive_or,0.17543846056072937,single_MiniMax-M3
answer_reveal,context,exponent_product,0.1601788740326837,single_MiniMax-M3
answer_reveal,context,factorial_counting,0.18606467581933542,single_MiniMax-M3
answer_reveal,context,figurative_metaphor,0.13280042024868724,single_MiniMax-M3
answer_reveal,context,half_life,0.18800943271341133,single_MiniMax-M3
answer_reveal,context,homophone_selection,0.14463444273895348,single_MiniMax-M3
answer_reveal,context,kinetic_energy,0.16311970025401382,single_MiniMax-M3
answer_reveal,context,least_common_multiple,0.16968279921516544,single_MiniMax-M3
answer_reveal,context,loop_accumulation,0.12764078174044033,single_MiniMax-M3
answer_reveal,context,median,0.1593653054566845,single_MiniMax-M3
answer_reveal,context,parallel_structure,0.18903321683336746,single_MiniMax-M3
answer_reveal,context,photosynthesis_inputs,0.174902372143704,single_MiniMax-M3
answer_reveal,context,pigeonhole_principle,0.11170679449811978,single_MiniMax-M3
answer_reveal,context,pressure,0.16179531157399665,single_MiniMax-M3
answer_reveal,context,pythagorean_length,0.17179426509211956,single_MiniMax-M3
answer_reveal,context,rectangular_prism_volume,0.19191474472524211,single_MiniMax-M3
answer_reveal,context,relative_clause_attachment,0.1298091762868655,single_MiniMax-M3
answer_reveal,context,sampling_frame_bias,0.08027700492100145,single_MiniMax-M3
answer_reveal,context,signed_integer_addition,0.17390573096907375,single_MiniMax-M3
answer_reveal,context,triangle_area,0.18660822961016116,single_MiniMax-M3
answer_reveal,context,trophic_energy_transfer,0.17745521777722803,single_MiniMax-M3
answer_reveal,context,turning_moment,0.174902372143704,single_MiniMax-M3
