event,baseline,source_group,brier,judge_panel
affect_acknowledgement,conditional_profile,active_passive_voice,0.17475983822127297,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,all_different_constraint,0.18169479074603756,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,apostrophe_possession,0.14571167954876374,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,binary_place_value,0.1968217986973757,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,binary_search_interval,0.12902580363373103,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,boyles_law,0.11774032285079965,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,chemical_equation_balance,0.1221995855115845,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,contrast_connective,0.18740941309810494,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,direct_speech_punctuation,0.12164175062624909,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,exclusive_or,0.1031334749764615,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,exponent_product,0.1352433108438949,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,factorial_counting,0.10189355891702387,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,figurative_metaphor,0.1641834908261504,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,half_life,0.08753869189764908,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,homophone_selection,0.12738769556343127,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,kinetic_energy,0.11831219780665539,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,least_common_multiple,0.1930397160188123,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,loop_accumulation,0.15802678466153813,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,median,0.20546251727769835,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,parallel_structure,0.14292813018709216,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,photosynthesis_inputs,0.21122123986091318,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,pigeonhole_principle,0.1224201911523056,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,pressure,0.12123865522674848,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,pythagorean_length,0.1292642381200924,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,rectangular_prism_volume,0.16452133175673683,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,relative_clause_attachment,0.09731761992351835,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,sampling_frame_bias,0.11837338093345791,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,signed_integer_addition,0.1534256327667057,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,triangle_area,0.1456066254444354,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,trophic_energy_transfer,0.08923457918348701,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,turning_moment,0.13374722106709622,without_deepseek-v4-pro
affect_acknowledgement,conditional_profile,weighted_graph_path,0.13386752157072157,without_deepseek-v4-pro
affect_acknowledgement,context,active_passive_voice,0.19581339167084527,without_deepseek-v4-pro
affect_acknowledgement,context,all_different_constraint,0.21056020079324983,without_deepseek-v4-pro
affect_acknowledgement,context,apostrophe_possession,0.1669119953467338,without_deepseek-v4-pro
affect_acknowledgement,context,binary_place_value,0.20868676024502902,without_deepseek-v4-pro
affect_acknowledgement,context,binary_search_interval,0.1408982119139209,without_deepseek-v4-pro
affect_acknowledgement,context,boyles_law,0.16482728828734322,without_deepseek-v4-pro
affect_acknowledgement,context,chemical_equation_balance,0.1627571433997626,without_deepseek-v4-pro
affect_acknowledgement,context,contrast_connective,0.1651803695522966,without_deepseek-v4-pro
affect_acknowledgement,context,direct_speech_punctuation,0.14950600671183362,without_deepseek-v4-pro
affect_acknowledgement,context,exclusive_or,0.14249193044322853,without_deepseek-v4-pro
affect_acknowledgement,context,exponent_product,0.17072307646464124,without_deepseek-v4-pro
affect_acknowledgement,context,factorial_counting,0.1599279030719593,without_deepseek-v4-pro
affect_acknowledgement,context,figurative_metaphor,0.14295313960672276,without_deepseek-v4-pro
affect_acknowledgement,context,half_life,0.09611581514680495,without_deepseek-v4-pro
affect_acknowledgement,context,homophone_selection,0.16784900611950943,without_deepseek-v4-pro
affect_acknowledgement,context,kinetic_energy,0.1525591279205151,without_deepseek-v4-pro
affect_acknowledgement,context,least_common_multiple,0.22508431320200625,without_deepseek-v4-pro
affect_acknowledgement,context,loop_accumulation,0.19715948756903237,without_deepseek-v4-pro
affect_acknowledgement,context,median,0.21117659238226905,without_deepseek-v4-pro
affect_acknowledgement,context,parallel_structure,0.18485370590888403,without_deepseek-v4-pro
affect_acknowledgement,context,photosynthesis_inputs,0.2225326531004847,without_deepseek-v4-pro
affect_acknowledgement,context,pigeonhole_principle,0.1760518103163546,without_deepseek-v4-pro
affect_acknowledgement,context,pressure,0.1558923342939128,without_deepseek-v4-pro
affect_acknowledgement,context,pythagorean_length,0.1484873644958899,without_deepseek-v4-pro
affect_acknowledgement,context,rectangular_prism_volume,0.1810711876473167,without_deepseek-v4-pro
affect_acknowledgement,context,relative_clause_attachment,0.13554464774655509,without_deepseek-v4-pro
affect_acknowledgement,context,sampling_frame_bias,0.14142714657921168,without_deepseek-v4-pro
affect_acknowledgement,context,signed_integer_addition,0.21997072239671495,without_deepseek-v4-pro
affect_acknowledgement,context,triangle_area,0.1893966207492898,without_deepseek-v4-pro
affect_acknowledgement,context,trophic_energy_transfer,0.12054881188205906,without_deepseek-v4-pro
affect_acknowledgement,context,turning_moment,0.1722799570626259,without_deepseek-v4-pro
affect_acknowledgement,context,weighted_graph_path,0.1805041989826372,without_deepseek-v4-pro
affect_acknowledgement,default_profile,active_passive_voice,0.1945758615954958,without_deepseek-v4-pro
affect_acknowledgement,default_profile,all_different_constraint,0.17656278674169765,without_deepseek-v4-pro
affect_acknowledgement,default_profile,apostrophe_possession,0.14077466778398148,without_deepseek-v4-pro
affect_acknowledgement,default_profile,binary_place_value,0.1771318775623211,without_deepseek-v4-pro
affect_acknowledgement,default_profile,binary_search_interval,0.1363931980057002,without_deepseek-v4-pro
affect_acknowledgement,default_profile,boyles_law,0.1361439126059751,without_deepseek-v4-pro
affect_acknowledgement,default_profile,chemical_equation_balance,0.14317244125674294,without_deepseek-v4-pro
affect_acknowledgement,default_profile,contrast_connective,0.19142713271347195,without_deepseek-v4-pro
affect_acknowledgement,default_profile,direct_speech_punctuation,0.1346578743644053,without_deepseek-v4-pro
affect_acknowledgement,default_profile,exclusive_or,0.12351803315501035,without_deepseek-v4-pro
affect_acknowledgement,default_profile,exponent_product,0.14795114479490473,without_deepseek-v4-pro
affect_acknowledgement,default_profile,factorial_counting,0.1252640663822911,without_deepseek-v4-pro
affect_acknowledgement,default_profile,figurative_metaphor,0.1397653705401185,without_deepseek-v4-pro
affect_acknowledgement,default_profile,half_life,0.07467705858357605,without_deepseek-v4-pro
affect_acknowledgement,default_profile,homophone_selection,0.13432599395052575,without_deepseek-v4-pro
affect_acknowledgement,default_profile,kinetic_energy,0.14203533009806993,without_deepseek-v4-pro
affect_acknowledgement,default_profile,least_common_multiple,0.20361393541735873,without_deepseek-v4-pro
affect_acknowledgement,default_profile,loop_accumulation,0.16816294975153748,without_deepseek-v4-pro
affect_acknowledgement,default_profile,median,0.22790659803830216,without_deepseek-v4-pro
affect_acknowledgement,default_profile,parallel_structure,0.16463426204187195,without_deepseek-v4-pro
affect_acknowledgement,default_profile,photosynthesis_inputs,0.20770127122094478,without_deepseek-v4-pro
affect_acknowledgement,default_profile,pigeonhole_principle,0.15470213085986464,without_deepseek-v4-pro
affect_acknowledgement,default_profile,pressure,0.13239039133860503,without_deepseek-v4-pro
affect_acknowledgement,default_profile,pythagorean_length,0.14045495684314407,without_deepseek-v4-pro
affect_acknowledgement,default_profile,rectangular_prism_volume,0.1633055608953396,without_deepseek-v4-pro
affect_acknowledgement,default_profile,relative_clause_attachment,0.1111256171281902,without_deepseek-v4-pro
affect_acknowledgement,default_profile,sampling_frame_bias,0.13052173362071645,without_deepseek-v4-pro
affect_acknowledgement,default_profile,signed_integer_addition,0.17581436258760857,without_deepseek-v4-pro
affect_acknowledgement,default_profile,triangle_area,0.17492282785030877,without_deepseek-v4-pro
affect_acknowledgement,default_profile,trophic_energy_transfer,0.08486275170100105,without_deepseek-v4-pro
affect_acknowledgement,default_profile,turning_moment,0.15452526362677468,without_deepseek-v4-pro
affect_acknowledgement,default_profile,weighted_graph_path,0.1471631978579986,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,active_passive_voice,0.18956590473127,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,all_different_constraint,0.19306392495957408,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,apostrophe_possession,0.15151107360631264,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,binary_place_value,0.19440864846226574,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,binary_search_interval,0.14201424069018845,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,boyles_law,0.11740317822883328,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,chemical_equation_balance,0.1360211895936287,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,contrast_connective,0.2023651877091961,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,direct_speech_punctuation,0.12768386099657242,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,exclusive_or,0.12960411923092907,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,exponent_product,0.14608698990383923,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,factorial_counting,0.11698515309696451,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,figurative_metaphor,0.14901501145949875,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,half_life,0.07402478814714349,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,homophone_selection,0.12056469641555452,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,kinetic_energy,0.12354782174705976,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,least_common_multiple,0.2045478623426352,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,loop_accumulation,0.18632023957306262,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,median,0.2266970719991721,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,parallel_structure,0.14848541094553752,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,photosynthesis_inputs,0.19379369223871,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,pigeonhole_principle,0.14877681516434368,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,pressure,0.12706100948261315,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,pythagorean_length,0.1340652632239045,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,rectangular_prism_volume,0.16316755045255366,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,relative_clause_attachment,0.10449009383486205,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,sampling_frame_bias,0.12567559602434586,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,signed_integer_addition,0.17249753509314297,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,triangle_area,0.1633958394770096,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,trophic_energy_transfer,0.0803447523760138,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,turning_moment,0.15254185307502813,without_deepseek-v4-pro
affect_acknowledgement,domain_profile,weighted_graph_path,0.15871715363655098,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,active_passive_voice,0.18986815123789771,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,all_different_constraint,0.21096301524477284,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,apostrophe_possession,0.1393482759189826,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,binary_place_value,0.20964700208619091,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,binary_search_interval,0.14509322685373804,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,boyles_law,0.1709507811317767,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,chemical_equation_balance,0.16589586240233267,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,contrast_connective,0.17894243052392306,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,direct_speech_punctuation,0.1283948098934671,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,exclusive_or,0.13950892875244575,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,exponent_product,0.16564493103551478,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,factorial_counting,0.15868035746662623,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,figurative_metaphor,0.14320085964608845,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,half_life,0.09452802651656947,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,homophone_selection,0.13482917733737682,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,kinetic_energy,0.16615605695239283,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,least_common_multiple,0.22499949570109376,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,loop_accumulation,0.20569817755075656,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,median,0.22491839703939123,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,parallel_structure,0.1572450927374362,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,photosynthesis_inputs,0.23292687923171052,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,pigeonhole_principle,0.14900700953316146,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,pressure,0.15410701035467642,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,pythagorean_length,0.1550319350544599,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,rectangular_prism_volume,0.18807658467633995,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,relative_clause_attachment,0.1204594120311615,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,sampling_frame_bias,0.12230859799692421,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,signed_integer_addition,0.21478978490339803,without_deepseek-v4-pro
affect_acknowledgement,training_style_profile,triangle_area,0.1826689786817573,without_deepseek-v4-pro
