blind_id,event,present,unanimous,template,progress,affect,repeat,model,source_family,partition,panel,arm
00244f7b9ae65abcde7b,affect_acknowledgement,0,1,turning_moment,correct_partial,calm,1,MiniMax-M3,turning_moment,confirmation,main,neutral_a
0071a71b9fc493c119d8,affect_acknowledgement,0,1,sampling_bias,wrong_attempt,calm,1,MiniMax-M2.7,sampling_frame_bias,confirmation,main,canonical
009f5ee1dd4f541a99e6,affect_acknowledgement,0,1,distinct_allocation,wrong_attempt,frustrated,0,MiniMax-M3,all_different_constraint,confirmation,main,canonical
00a604478d443c820852,affect_acknowledgement,0,1,photosynthesis_inputs,correct_partial,frustrated,1,MiniMax-M2.7,photosynthesis_inputs,confirmation,main,ask
00abb341bce937788554,affect_acknowledgement,1,1,distinct_allocation,correct_partial,frustrated,0,deepseek-v4-pro,all_different_constraint,confirmation,main,neutral_a
00d365bc69056c29191a,affect_acknowledgement,0,1,passive_voice,correct_partial,calm,1,MiniMax-M3,active_passive_voice,confirmation,main,canonical
00f031820ec962074171,affect_acknowledgement,0,1,parallel_structure,correct_partial,frustrated,0,doubao-seed-2.0-lite,parallel_structure,confirmation,main,explain
0106c7923338e6df933f,affect_acknowledgement,0,1,triangle_area,wrong_attempt,frustrated,0,MiniMax-M2.7,triangle_area,confirmation,main,explain
010746765be3882ee78a,affect_acknowledgement,1,1,gas_volume,correct_partial,frustrated,1,MiniMax-M2.7,boyles_law,confirmation,main,canonical
010a72cf72f45bb70d4b,affect_acknowledgement,1,1,prism_volume,wrong_attempt,frustrated,1,glm-5.3,rectangular_prism_volume,confirmation,main,canonical
010f1023a999843e9e4f,affect_acknowledgement,0,1,relative_clause,correct_partial,calm,0,doubao-seed-2.0-lite,relative_clause_attachment,confirmation,main,explain
011e1aab08d00d78abe7,affect_acknowledgement,1,1,exclusive_or,wrong_attempt,frustrated,0,glm-5.3,exclusive_or,confirmation,main,neutral_b
013874c8c9476bc4020b,affect_acknowledgement,1,1,distinct_allocation,wrong_attempt,frustrated,0,doubao-seed-2.0-lite,all_different_constraint,confirmation,main,canonical
01458299fb3d9a114c58,affect_acknowledgement,0,1,exclusive_or,correct_partial,frustrated,0,deepseek-v4-pro,exclusive_or,confirmation,main,explain
014af497dd514736dcc9,affect_acknowledgement,1,1,common_multiple,wrong_attempt,frustrated,1,doubao-seed-2.0-lite,least_common_multiple,confirmation,main,ask
01507ffd202a6815f36b,affect_acknowledgement,1,0,distinct_allocation,wrong_attempt,frustrated,1,MiniMax-M2.7,all_different_constraint,confirmation,main,canonical
015ff612bd7ceeb20255,affect_acknowledgement,1,1,triangle_area,wrong_attempt,calm,1,MiniMax-M3,triangle_area,confirmation,main,explain
016ea0ef46d351d52c72,affect_acknowledgement,1,1,prism_volume,correct_partial,frustrated,1,MiniMax-M2.7,rectangular_prism_volume,confirmation,main,ask
018c413067a94723342a,affect_acknowledgement,1,1,pigeonhole_guarantee,wrong_attempt,frustrated,1,MiniMax-M3,pigeonhole_principle,confirmation,main,neutral_a
018eb93425ff7172b6a2,affect_acknowledgement,1,1,parallel_structure,correct_partial,frustrated,1,glm-5.3,parallel_structure,confirmation,main,neutral_a
0199a5ae8c48879d97db,affect_acknowledgement,0,0,prism_volume,correct_partial,frustrated,1,deepseek-v4-pro,rectangular_prism_volume,confirmation,main,neutral_b
01b7a85a73c1f63467f0,affect_acknowledgement,1,1,prism_volume,wrong_attempt,frustrated,0,glm-5.3,rectangular_prism_volume,confirmation,main,explain
01e42534ea1135e10476,affect_acknowledgement,0,1,parallel_structure,correct_partial,frustrated,0,MiniMax-M2.7,parallel_structure,confirmation,main,canonical
01e7a6ef07903ca67941,affect_acknowledgement,0,0,radioactive_half_life,not_started,unstated,0,MiniMax-M3,half_life,confirmation,opportunity_missing,canonical
022b79b62039cb85ac21,affect_acknowledgement,1,1,distinct_allocation,wrong_attempt,frustrated,0,doubao-seed-2.0-lite,all_different_constraint,confirmation,main,neutral_a
022cf8164e1749f08c4b,affect_acknowledgement,0,1,prism_volume,correct_partial,calm,1,MiniMax-M3,rectangular_prism_volume,confirmation,main,ask
023688084a38ec5d9412,affect_acknowledgement,1,1,prism_volume,wrong_attempt,calm,0,deepseek-v4-pro,rectangular_prism_volume,confirmation,main,neutral_b
0241c3f4eed07c6e0b94,affect_acknowledgement,1,1,turning_moment,correct_partial,calm,0,MiniMax-M3,turning_moment,confirmation,main,neutral_a
0258129d0be97449d053,affect_acknowledgement,0,1,kinetic_energy,not_started,unstated,0,MiniMax-M2.7,kinetic_energy,confirmation,opportunity_complete,canonical
0279ee7574cc1e4a3cc4,affect_acknowledgement,0,1,turning_moment,wrong_attempt,frustrated,0,MiniMax-M2.7,turning_moment,confirmation,main,ask
0293393aa558c6f6cd6d,affect_acknowledgement,1,1,photosynthesis_inputs,correct_partial,frustrated,0,MiniMax-M3,photosynthesis_inputs,confirmation,main,explain
029d413ef2cb2604062c,affect_acknowledgement,0,1,turning_moment,correct_partial,frustrated,1,MiniMax-M2.7,turning_moment,confirmation,main,explain
02a1bd3735e4f987bf6d,affect_acknowledgement,0,1,triangle_area,correct_partial,frustrated,0,deepseek-v4-pro,triangle_area,confirmation,main,neutral_a
02a32080950166176ed4,affect_acknowledgement,0,1,exclusive_or,correct_partial,calm,0,MiniMax-M3,exclusive_or,confirmation,main,neutral_a
02b54581945a812fd72b,affect_acknowledgement,1,1,relative_clause,correct_partial,frustrated,0,MiniMax-M3,relative_clause_attachment,confirmation,main,ask
02f91e57b87588e25ac5,affect_acknowledgement,1,1,sampling_bias,correct_partial,frustrated,0,doubao-seed-2.0-lite,sampling_frame_bias,confirmation,main,neutral_a
02fac08621aca63b911b,affect_acknowledgement,1,1,radioactive_half_life,wrong_attempt,calm,0,doubao-seed-2.0-lite,half_life,confirmation,main,neutral_b
02fe0f669dd89fe6a6c1,affect_acknowledgement,0,1,triangle_area,correct_partial,calm,1,deepseek-v4-pro,triangle_area,confirmation,main,explain
0319e602cc8650dc0bba,affect_acknowledgement,0,1,question_quotation,wrong_attempt,calm,0,MiniMax-M2.7,direct_speech_punctuation,confirmation,main,ask
0329115846f7bd50a452,affect_acknowledgement,1,1,right_triangle,correct_partial,frustrated,0,MiniMax-M3,pythagorean_length,confirmation,main,canonical
032ef8f298d6322870e9,affect_acknowledgement,1,1,question_quotation,wrong_attempt,frustrated,0,doubao-seed-2.0-lite,direct_speech_punctuation,confirmation,main,neutral_a
033cba11699a6343ae65,affect_acknowledgement,0,1,triangle_area,wrong_attempt,frustrated,1,deepseek-v4-pro,triangle_area,confirmation,main,explain
033ff5b8e948c5411be9,affect_acknowledgement,1,1,prism_volume,correct_partial,frustrated,1,MiniMax-M3,rectangular_prism_volume,confirmation,main,canonical
0340f0c3ea1918784028,affect_acknowledgement,1,1,right_triangle,wrong_attempt,frustrated,1,MiniMax-M3,pythagorean_length,confirmation,main,canonical
03449a01187644d4ea09,affect_acknowledgement,0,1,contact_pressure,not_started,unstated,0,doubao-seed-2.0-lite,pressure,confirmation,opportunity_complete,canonical
035f8611f4ebdd54e58e,affect_acknowledgement,1,0,universal_counterexample,wrong_attempt,calm,0,MiniMax-M3,counterexample,confirmation,training_sentinel,canonical
037e45a09e5076133ea8,affect_acknowledgement,0,0,trophic_transfer,wrong_attempt,frustrated,1,MiniMax-M2.7,trophic_energy_transfer,confirmation,main,canonical
03b2afa211e8ad7b34ec,affect_acknowledgement,1,1,sampling_bias,wrong_attempt,frustrated,1,glm-5.3,sampling_frame_bias,confirmation,main,canonical
03ba46cd9016c34a6d5e,affect_acknowledgement,1,1,gas_volume,wrong_attempt,frustrated,0,glm-5.3,boyles_law,confirmation,main,neutral_a
03d54308abcca6306c21,affect_acknowledgement,0,1,relative_clause,correct_partial,calm,1,MiniMax-M3,relative_clause_attachment,confirmation,main,neutral_b
03d676cce4c87b905fdd,affect_acknowledgement,0,1,parallel_structure,wrong_attempt,calm,0,glm-5.3,parallel_structure,confirmation,main,ask
03e41b9604867a9ab06f,affect_acknowledgement,1,1,prism_volume,correct_partial,calm,1,MiniMax-M3,rectangular_prism_volume,confirmation,main,neutral_b
03e9ab10aff027ac4add,affect_acknowledgement,0,1,parallel_structure,wrong_attempt,calm,0,MiniMax-M2.7,parallel_structure,confirmation,main,explain
04068484d175177ee50f,affect_acknowledgement,0,1,parallel_structure,wrong_attempt,calm,1,MiniMax-M2.7,parallel_structure,confirmation,main,canonical
0419ea7bb8d85db8dd20,affect_acknowledgement,1,1,algorithm_trace,wrong_attempt,frustrated,0,deepseek-v4-pro,loop_accumulation,confirmation,main,canonical
04206aed0a085a94dfba,affect_acknowledgement,0,0,triangle_area,wrong_attempt,frustrated,1,MiniMax-M3,triangle_area,confirmation,main,neutral_a
0421ef051430fe378049,affect_acknowledgement,0,1,balance_water_equation,correct_partial,calm,0,MiniMax-M3,chemical_equation_balance,confirmation,main,canonical
042847a98870e9f5131a,affect_acknowledgement,0,1,distinct_allocation,correct_partial,calm,0,MiniMax-M2.7,all_different_constraint,confirmation,main,neutral_a
04368ffa2f61968b9e0c,affect_acknowledgement,0,1,passive_voice,correct_partial,calm,1,doubao-seed-2.0-lite,active_passive_voice,confirmation,main,canonical
043bdec282eab12226be,affect_acknowledgement,0,1,radioactive_half_life,wrong_attempt,calm,0,MiniMax-M2.7,half_life,confirmation,main,canonical
04633db2456596223d25,affect_acknowledgement,1,1,triangle_area,wrong_attempt,frustrated,0,glm-5.3,triangle_area,confirmation,main,explain
0494eea260a933823a4e,affect_acknowledgement,0,1,binary_place_value,correct_partial,calm,0,MiniMax-M2.7,binary_place_value,confirmation,main,canonical
049f540c0e7895896a0a,affect_acknowledgement,0,1,common_multiple,correct_partial,calm,0,glm-5.3,least_common_multiple,confirmation,main,ask
04a0920a5822a758fd64,affect_acknowledgement,0,1,distinct_allocation,correct_partial,calm,1,deepseek-v4-pro,all_different_constraint,confirmation,main,explain
04d8fa454838d491a471,affect_acknowledgement,1,1,universal_counterexample,wrong_attempt,calm,0,MiniMax-M2.7,counterexample,confirmation,training_sentinel,canonical
04e8d3aba4b56b9bbbc0,affect_acknowledgement,1,1,prism_volume,correct_partial,frustrated,1,MiniMax-M2.7,rectangular_prism_volume,confirmation,main,explain
04e97ee5941f3004267a,affect_acknowledgement,0,1,gas_volume,not_started,unstated,1,deepseek-v4-pro,boyles_law,confirmation,opportunity_complete,canonical
04f472a04f08b89f9008,affect_acknowledgement,0,1,triangle_area,correct_partial,frustrated,0,MiniMax-M2.7,triangle_area,confirmation,main,canonical
050f9e8f1a7421921f64,affect_acknowledgement,1,1,binary_search_update,correct_partial,frustrated,0,MiniMax-M2.7,binary_search_interval,confirmation,main,canonical
05106543c5c9c97468cc,affect_acknowledgement,1,1,common_multiple,wrong_attempt,frustrated,1,MiniMax-M3,least_common_multiple,confirmation,main,ask
05116be1a8fe6d922926,affect_acknowledgement,1,1,exclusive_or,wrong_attempt,calm,1,doubao-seed-2.0-lite,exclusive_or,confirmation,main,neutral_a
052fefe8bd501f8bfc20,affect_acknowledgement,1,1,pigeonhole_guarantee,correct_partial,frustrated,1,MiniMax-M3,pigeonhole_principle,confirmation,main,neutral_b
05377772070c3235df69,affect_acknowledgement,1,1,signed_temperature,wrong_attempt,calm,0,doubao-seed-2.0-lite,signed_integer_addition,confirmation,main,canonical
0540ad8b2c99a1ffd797,affect_acknowledgement,1,1,radioactive_half_life,correct_partial,frustrated,0,doubao-seed-2.0-lite,half_life,confirmation,main,ask
0564e9f55f5f3c54b169,affect_acknowledgement,1,1,exclusive_or,wrong_attempt,frustrated,1,MiniMax-M2.7,exclusive_or,confirmation,main,neutral_a
05aed63625d7b0214138,affect_acknowledgement,1,1,question_quotation,wrong_attempt,frustrated,0,doubao-seed-2.0-lite,direct_speech_punctuation,confirmation,main,explain
05c4734971c7c8115f33,affect_acknowledgement,0,1,metaphor_identification,wrong_attempt,calm,0,deepseek-v4-pro,figurative_metaphor,confirmation,main,neutral_a
05cd68b61c782dac39c2,affect_acknowledgement,0,1,contrast_connective,wrong_attempt,calm,1,MiniMax-M2.7,contrast_connective,confirmation,main,canonical
05da452f8685f3c6f006,affect_acknowledgement,1,1,binary_place_value,wrong_attempt,calm,1,glm-5.3,binary_place_value,confirmation,main,canonical
