family,model,feature,n_pairs,generic_mean,pedagogy_mean,mean_delta,paired_dz,wilcoxon_p,bh_q
mathdial_bridge,deepseek-v4-flash,log_chars,1150,5.418383465633409,5.0674787682644915,-0.35090469736891694,-0.9727869115714455,4.668536334381157e-133,5.809734105007662e-132
mathdial_bridge,deepseek-v4-flash,log_tokens,1150,3.7719724041261347,3.4181763989066853,-0.35379600521944876,-1.010787312315547,2.8050245223403333e-136,3.6960323117896155e-135
mathdial_bridge,deepseek-v4-flash,line_count,1150,1.0,1.0008695652173913,0.0008695652173913044,0.02948839123097942,0.31731050786291415,0.4360586120324709
mathdial_bridge,deepseek-v4-flash,sentence_count,1150,2.04,2.131304347826087,0.09130434782608696,0.09599694047769963,1.6410125479364194e-05,3.4353907545584854e-05
mathdial_bridge,deepseek-v4-flash,mean_sentence_tokens,1150,24.79516977225673,16.24472463768116,-8.55044513457557,-0.7101949750330047,4.701760286027751e-105,4.481677889660495e-104
mathdial_bridge,deepseek-v4-flash,markdown_heading_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-flash,bullet_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-flash,numbered_step_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-flash,latex_rate,1150,1.8706100450937475,0.7007088877100986,-1.1699011573836489,-0.34982611001082003,3.624280154308085e-32,1.449712061723234e-31
mathdial_bridge,deepseek-v4-flash,emoji_rate,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-flash,table_present,1150,0.0,0.0,0.0,0.0,1.0,1.0
mathdial_bridge,deepseek-v4-flash,question_rate,1150,0.48292253345465963,3.193889981411916,2.7109674479572567,1.442914590114429,1.3684011041289341e-160,2.45217477859905e-159
mathdial_bridge,deepseek-v4-flash,ends_question,1150,0.13826086956521738,0.8617391304347826,0.7234782608695652,1.5827783220901555,8.377695949988181e-181,2.207769285643944e-179
mathdial_bridge,deepseek-v4-flash,exactly_one_question,1150,0.14956521739130435,0.8626086956521739,0.7130434782608696,1.5246705972993952,6.249056917872931e-177,1.4734618416879334e-175
mathdial_bridge,deepseek-v4-flash,second_person_rate,1150,3.847164623437352,5.956196808818069,2.109032185380717,0.5377532879224645,4.3098516178850516e-60,3.016896132519536e-59
mathdial_bridge,deepseek-v4-flash,first_plural_rate,1150,0.4079487898798318,0.9343875055198473,0.5264387156400155,0.2617194409925662,7.490573384927005e-18,2.252199245937784e-17
mathdial_bridge,deepseek-v4-flash,praise_rate,1150,1.5260482095800785,2.543508655684074,1.0174604461039958,0.3730231218248912,1.4619128931770737e-38,6.549369761433289e-38
mathdial_bridge,deepseek-v4-flash,encouragement_rate,1150,0.07950771834937721,0.0023501762632197414,-0.07715754208615748,-0.17206321862414012,1.9494738946942273e-07,4.433321344279258e-07
mathdial_bridge,deepseek-v4-flash,hedge_rate,1150,0.22182907785233652,0.3627611194891347,0.14093204163679823,0.10609153691207227,6.683368132348724e-05,0.0001324844656323995
mathdial_bridge,deepseek-v4-flash,imperative_rate,1150,1.879562638694861,1.9621741028153745,0.0826114641205136,0.032079794631632734,0.4287593285619198,0.5751023329213775
mathdial_bridge,deepseek-v4-flash,history_reference_rate,1150,0.1164245013869983,0.1459652765356355,0.029540775148637236,0.038612957464216474,0.105152743780037,0.15702809737818857
mathdial_bridge,deepseek-v4-flash,answer_reveal_rate,1150,0.2701388913382465,0.13226583275318343,-0.13787305858506305,-0.1417641801793615,7.99148248581629e-07,1.746431294461316e-06
mathdial_bridge,deepseek-v4-flash,explanation_rate,1150,0.4335930155683993,0.3729954310307038,-0.06059758453769542,-0.03810678705734347,0.24536623940215863,0.3489653182608478
mathdial_bridge,deepseek-v4-flash,diagnosis_rate,1150,0.2730139355568666,0.037731723894977774,-0.23528221166188878,-0.29293674113751594,8.714459807145335e-18,2.60271866240074e-17
