blind_id,event,present,unanimous,template,progress,affect,repeat,model,source_family,partition,panel,arm
000de85f3559b68e3844,affect_acknowledgement,0,1,thermal_energy,correct_partial,calm,1,MiniMax-M3,specific_heat,training,main,canonical
0011839caaa9f61025f0,affect_acknowledgement,1,1,fact_opinion,wrong_attempt,frustrated,1,doubao-seed-2.0-lite,fact_opinion,training,main,canonical
0016be86ba0982db42b0,affect_acknowledgement,1,1,discount_price,wrong_attempt,frustrated,0,glm-5.3,discount_price,training,main,canonical
001e0b172080239483d2,affect_acknowledgement,1,1,ratio_partition,wrong_attempt,calm,0,doubao-seed-2.0-lite,ratio_partition,training,main,canonical
0092a9b1c4ccd3f00c15,affect_acknowledgement,0,1,relevant_support,wrong_attempt,calm,0,doubao-seed-2.0-lite,argument_relevance,training,main,canonical
00a9c029518cc9fa86ed,affect_acknowledgement,1,0,arithmetic_sequence,correct_partial,frustrated,1,glm-5.3,arithmetic_sequence,training,main,canonical
00d665a5c51c08b5c0c2,affect_acknowledgement,0,1,expected_points,correct_partial,calm,0,glm-5.3,expected_value,training,main,canonical
00d895b8a069659fce47,affect_acknowledgement,1,1,food_chain,correct_partial,frustrated,0,doubao-seed-2.0-lite,food_web_relations,training,main,canonical
01adf98d67586d066f37,affect_acknowledgement,0,1,set_entailment,correct_partial,calm,1,MiniMax-M3,set_entailment,training,main,canonical
01fef46ef1cad681ce4d,affect_acknowledgement,1,1,single_draw_probability,wrong_attempt,frustrated,1,MiniMax-M3,single_draw_probability,training,main,canonical
025f6784df68b49207cc,affect_acknowledgement,0,1,expected_points,correct_partial,frustrated,0,glm-5.3,expected_value,training,main,canonical
028d411bbb16b9addddf,affect_acknowledgement,1,1,experimental_variable,wrong_attempt,frustrated,1,doubao-seed-2.0-lite,experimental_design,training,main,canonical
02c3562ff91ebddf11d1,affect_acknowledgement,0,1,conditional_inference,correct_partial,calm,0,doubao-seed-2.0-lite,conditional_inference,training,main,canonical
02fcf1e01ab1c5c5b98e,affect_acknowledgement,0,1,map_scale,wrong_attempt,calm,0,doubao-seed-2.0-lite,unit_conversion,training,main,canonical
02ff09d37ea886cfddc7,affect_acknowledgement,1,1,thermal_energy,wrong_attempt,calm,0,MiniMax-M3,specific_heat,training,main,canonical
0313e88a9df8afdb2019,affect_acknowledgement,1,1,conservation_of_mass,correct_partial,calm,0,deepseek-v4-pro,conservation_of_mass,training,main,canonical
03284be28658c7871258,affect_acknowledgement,1,1,main_idea,wrong_attempt,frustrated,1,deepseek-v4-pro,main_idea,training,main,canonical
033a074a1bd0ef7e0ede,affect_acknowledgement,0,1,main_idea,correct_partial,calm,1,doubao-seed-2.0-lite,main_idea,training,main,canonical
03469a2403f65e6a5ede,affect_acknowledgement,0,1,experimental_variable,wrong_attempt,frustrated,1,deepseek-v4-pro,experimental_design,training,main,canonical
038295864ef4db6193dd,affect_acknowledgement,0,1,set_entailment,correct_partial,calm,0,MiniMax-M2.7,set_entailment,training,main,canonical
039baf32beb6e345cb77,affect_acknowledgement,0,1,experimental_variable,wrong_attempt,calm,0,doubao-seed-2.0-lite,experimental_design,training,main,canonical
03b9c493862e8b6f7732,affect_acknowledgement,1,1,fact_opinion,correct_partial,frustrated,1,glm-5.3,fact_opinion,training,main,canonical
03bad150d8101864b73c,affect_acknowledgement,0,1,classifier_precision,correct_partial,calm,1,glm-5.3,classification_metrics,training,main,canonical
03f475cf59a3e3fab0cf,affect_acknowledgement,0,1,map_scale,wrong_attempt,calm,0,MiniMax-M2.7,unit_conversion,training,main,canonical
04443142d83dd3078fff,affect_acknowledgement,0,1,main_idea,wrong_attempt,frustrated,1,MiniMax-M2.7,main_idea,training,main,canonical
049f68c3fddf3b20ef19,affect_acknowledgement,0,1,experimental_variable,correct_partial,calm,1,MiniMax-M2.7,experimental_design,training,main,canonical
051fb731cfb7aaee6a42,affect_acknowledgement,1,1,conservation_of_mass,wrong_attempt,calm,0,deepseek-v4-pro,conservation_of_mass,training,main,canonical
052c816653a4ae74903c,affect_acknowledgement,0,1,rectangle_width,correct_partial,calm,0,MiniMax-M2.7,rectangle_perimeter,training,main,canonical
056530dfc423318f842d,affect_acknowledgement,1,1,thermal_energy,correct_partial,frustrated,0,MiniMax-M2.7,specific_heat,training,main,canonical
057f70c081b827c2baf3,affect_acknowledgement,1,1,net_force,correct_partial,frustrated,0,MiniMax-M2.7,newtons_second_law,training,main,canonical
0586a5c80d5e18357a9b,affect_acknowledgement,0,1,set_entailment,wrong_attempt,calm,0,deepseek-v4-pro,set_entailment,training,main,canonical
05bb29cfdb3c3743cf71,affect_acknowledgement,0,1,thermal_energy,correct_partial,calm,1,deepseek-v4-pro,specific_heat,training,main,canonical
05ed757c6f15c100cdbc,affect_acknowledgement,0,1,pronoun_reference,correct_partial,calm,1,MiniMax-M2.7,pronoun_reference,training,main,canonical
06111e57810c574ae546,affect_acknowledgement,0,1,arithmetic_sequence,wrong_attempt,frustrated,1,MiniMax-M3,arithmetic_sequence,training,main,canonical
063ff9f4bc5242682988,affect_acknowledgement,1,1,ordering_constraints,correct_partial,calm,1,glm-5.3,ordering_constraints,training,main,canonical
06542a6fc8ddcf037ea8,affect_acknowledgement,1,1,food_chain,wrong_attempt,frustrated,1,glm-5.3,food_web_relations,training,main,canonical
06765b5017a0a7f15d65,affect_acknowledgement,1,1,discount_price,wrong_attempt,frustrated,0,MiniMax-M3,discount_price,training,main,canonical
06be65e009e390f8b68a,affect_acknowledgement,0,1,simple_inheritance,correct_partial,calm,1,doubao-seed-2.0-lite,mendelian_inheritance,training,main,canonical
06bee78de97a1fb4c8c0,affect_acknowledgement,1,1,wave_speed,wrong_attempt,calm,0,MiniMax-M3,wave_speed,training,main,canonical
06eedc8bbad624d6f44d,affect_acknowledgement,0,1,subject_verb_agreement,correct_partial,calm,0,MiniMax-M2.7,subject_verb_agreement,training,main,canonical
0725dafc01b1070fc421,affect_acknowledgement,0,0,fact_opinion,wrong_attempt,calm,0,doubao-seed-2.0-lite,fact_opinion,training,main,canonical
07308ebab7c2cb2a9647,affect_acknowledgement,1,0,universal_counterexample,correct_partial,frustrated,0,MiniMax-M3,counterexample,training,main,canonical
073e4b9a1e7f09a3c6f6,affect_acknowledgement,1,1,main_idea,correct_partial,frustrated,0,MiniMax-M2.7,main_idea,training,main,canonical
074e914c3f2fac5bb56b,affect_acknowledgement,1,1,comma_splice,correct_partial,frustrated,0,MiniMax-M3,clause_punctuation,training,main,canonical
076c42e07793854aae0c,affect_acknowledgement,0,1,discount_price,wrong_attempt,calm,1,doubao-seed-2.0-lite,discount_price,training,main,canonical
079840c125a06e9c4dfb,affect_acknowledgement,1,1,conditional_inference,wrong_attempt,frustrated,0,deepseek-v4-pro,conditional_inference,training,main,canonical
07b0df52365d00e0f42a,affect_acknowledgement,0,1,arithmetic_sequence,wrong_attempt,calm,1,MiniMax-M3,arithmetic_sequence,training,main,canonical
07f512d41882fdfc3353,affect_acknowledgement,1,1,classifier_precision,wrong_attempt,frustrated,1,doubao-seed-2.0-lite,classification_metrics,training,main,canonical
081bb6b7dafdbdf6147c,affect_acknowledgement,1,1,food_chain,correct_partial,frustrated,1,MiniMax-M3,food_web_relations,training,main,canonical
0835536de2d1b4576d98,affect_acknowledgement,1,1,wave_speed,wrong_attempt,frustrated,0,MiniMax-M2.7,wave_speed,training,main,canonical
083dccdfcb1e32fe896a,affect_acknowledgement,1,1,universal_counterexample,wrong_attempt,frustrated,1,deepseek-v4-pro,counterexample,training,main,canonical
085f304c7bc717b2d83b,affect_acknowledgement,0,1,arithmetic_sequence,wrong_attempt,calm,1,deepseek-v4-pro,arithmetic_sequence,training,main,canonical
08b2fb45770c29328b74,affect_acknowledgement,0,1,modifier_attachment,correct_partial,frustrated,0,deepseek-v4-pro,modifier_attachment,training,main,canonical
08cd4ad61214c4ddb1a2,affect_acknowledgement,0,1,arithmetic_sequence,wrong_attempt,calm,0,glm-5.3,arithmetic_sequence,training,main,canonical
08d8629e160cd8429ae6,affect_acknowledgement,0,1,subject_verb_agreement,correct_partial,frustrated,1,MiniMax-M2.7,subject_verb_agreement,training,main,canonical
09238aa8590c12a7b8c6,affect_acknowledgement,1,1,weighted_mean,correct_partial,frustrated,1,MiniMax-M2.7,averaging,training,main,canonical
